answer,answer_opt,no_of_options,question
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>275</span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>139. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Circle graph with 37 degrees of the circle shaded."" class=""inln_img"" height=""154"" src=""./MathHard_files/ItemResource(269)"" title=""Circle graph with 37 degrees of the circle shaded."" width=""135""/></div></div></div><div class=""paragraph"">The entire circle shown above represents a total of 2,675 radios sold. Of the following, which is the best approximation of the number of radios represented by the shaded sector of the circle?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>70</span></span></div>
<div>B. <span class=""itemtext""><span>275</span></span></div>
<div>C. <span class=""itemtext""><span>985</span></span></div>
<div>D. <span class=""itemtext""><span>25,880</span></span></div>
<div>E. <span class=""itemtext""><span>98,420</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1992-12M12 #4 M053801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>50</span></span></div>
</div>",D,5.0,"<div class=""questionwrapper""><div class=""question""><br>140. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Scatter plot on a graph. X axis shows age in years from 10 to 30 in 5 year increments. Y axis shows number of sit-ups from 30 to 80 in increments of 10."" class=""inln_img"" height=""190"" src=""./MathHard_files/ItemResource(270)"" title=""Scatter plot on a graph. X axis shows age in years from 10 to 30 in 5 year increments. Y axis shows number of sit-ups from 30 to 80 in increments of 10."" width=""248""/></div></div></div><div class=""paragraph"">In the graph above, each dot shows the number of sit-ups and the corresponding age for one of 13 people. According to this graph, what is the median number of sit-ups for these 13 people?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>15</span></span></div>
<div>B. <span class=""itemtext""><span>20</span></span></div>
<div>C. <span class=""itemtext""><span>45</span></span></div>
<div>D. <span class=""itemtext""><span>50</span></span></div>
<div>E. <span class=""itemtext""><span>55</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1992-12M14 #3 M054901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>29</span></span></div>
</div>",D,5.0,"<div class=""questionwrapper""><div class=""question""><br>141. <div class=""paragraph""><img alt=""3 to the third power plus 4 times (8 minus 5) divided by 6 equals"" class=""inln_img"" height=""20"" src=""./MathHard_files/ItemResource(271)"" title=""3 to the third power plus 4 times (8 minus 5) divided by 6 equals"" width=""127""/></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>6.5</span></span></div>
<div>B. <span class=""itemtext""><span>11</span></span></div>
<div>C. <span class=""itemtext""><span>27.5</span></span></div>
<div>D. <span class=""itemtext""><span>29</span></span></div>
<div>E. <span class=""itemtext""><span>34.16</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1992-12M14 #4 M055001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>7.73</span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>142. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Circle inscribed within a square, with a radius of 3"" class=""inln_img"" height=""131"" src=""./MathHard_files/ItemResource(272)"" title=""Circle inscribed within a square, with a radius of 3"" width=""131""/></div></div></div><div class=""paragraph"">In the figure above, a circle with center <span class=""inline_variable"">O</span> and radius of length 3 is inscribed in a square. What is the area of the shaded region?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>3.86</span></span></div>
<div>B. <span class=""itemtext""><span>7.73</span></span></div>
<div>C. <span class=""itemtext""><span>28.27</span></span></div>
<div>D. <span class=""itemtext""><span>32.86</span></span></div>
<div>E. <span class=""itemtext""><span>36.00</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1992-12M14 #5 M055101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>3 to 1</span></span></div>
</div>",C,5.0,"<div class=""questionwrapper""><div class=""question""><br>143. <div class=""paragraph"">In a group of 1,200 adults, there are 300 vegetarians. What is the ratio of nonvegetarians to vegetarians in the group?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>1 to 3</span></span></div>
<div>B. <span class=""itemtext""><span>1 to 4</span></span></div>
<div>C. <span class=""itemtext""><span>3 to 1</span></span></div>
<div>D. <span class=""itemtext""><span>4 to 1</span></span></div>
<div>E. <span class=""itemtext""><span>4 to 3</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-12M15 #5 M061201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>The median</span></span></div>
</div>",D,5.0,"<div class=""questionwrapper""><div class=""question""><br>144. <div class=""paragraph"">A certain company keeps a list of 50 employees and their annual salaries. When the salary of the very highly paid president is added to this list, which of the following statistics is most likely to be approximately the same or nearly the same for the original list and the new list?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The highest salary</span></span></div>
<div>B. <span class=""itemtext""><span>The range</span></span></div>
<div>C. <span class=""itemtext""><span>The mean</span></span></div>
<div>D. <span class=""itemtext""><span>The median</span></span></div>
<div>E. <span class=""itemtext""><span>The standard deviation</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-12M15 #7 M061401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span><img alt=""Graph in the xy-plane. Line consists of 3 arcs spanning negative x to positive x all in the postive y section."" height=""94"" src=""./MathHard_files/ItemResource(281)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Graph in the xy-plane. Line consists of 3 arcs spanning negative x to positive x all in the postive y section."" width=""167""/></span></span></div>
</div>",C,5.0,"<div class=""questionwrapper""><div class=""question""><br>145. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Graph in the xy-plane: two segments of a curve are in the negative y sections; one segment is in the positive y sections"" class=""inln_img"" height=""116"" src=""./MathHard_files/ItemResource(273)"" title=""Graph in the xy-plane: two segments of a curve are in the negative y sections; one segment is in the positive y sections"" width=""167""/></div></div></div><div class=""paragraph"">The figure above shows the graph of <img alt=""y equals f(x)"" height=""20"" src=""./MathHard_files/ItemResource(274)"" style=""padding: 0px !important; vertical-align:middle;"" title=""y equals f(x)"" width=""60"">. Which of the following could be the graph of <img alt=""y equals distance of f(x)"" height=""20"" src=""./MathHard_files/ItemResource(275)"" style=""padding: 0px !important; vertical-align:middle;"" title=""y equals distance of f(x)"" width=""66"">?</img></img></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""Graph in the xy-plane: two segments of a curve are in the positive y sections; one segment is in the negative y sections"" height=""107"" src=""./MathHard_files/ItemResource(276)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Graph in the xy-plane: two segments of a curve are in the positive y sections; one segment is in the negative y sections"" width=""167""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""Graph in the xy-plane. Line begins in (x,y) section and ends in (x, negative y section)"" height=""98"" src=""./MathHard_files/ItemResource(277)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Graph in the xy-plane. Line begins in (x,y) section and ends in (x, negative y section)"" width=""166""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""Graph in the xy-plane. Line consists of 3 arcs spanning negative x to positive x all in the postive y section."" height=""94"" src=""./MathHard_files/ItemResource(278)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Graph in the xy-plane. Line consists of 3 arcs spanning negative x to positive x all in the postive y section."" width=""167""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""Graph in the xy-plane. An arc in the positive y section going from negative x to positive x."" height=""99"" src=""./MathHard_files/ItemResource(279)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Graph in the xy-plane. An arc in the positive y section going from negative x to positive x."" width=""168""/></span></span></div>
<div>E. <span class=""itemtext""><span><img alt=""Graph in the xy-plane. Line is in the positive y section and curves up and down from negative x to positive x."" height=""119"" src=""./MathHard_files/ItemResource(280)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Graph in the xy-plane. Line is in the positive y section and curves up and down from negative x to positive x."" width=""168""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-12M15 #8 M061501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span><img alt=""y is less than x is less than w"" class=""inln_img"" height=""20"" src=""./MathHard_files/ItemResource(288)"" title=""y is less than x is less than w"" width=""66""/></span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>146. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Three cylinders; cylinder 1 had radius 4 and height 6; cylinder 2 has radius 3 and height 8; cylinder 3 has radius 2 and height 12."" class=""inln_img"" height=""238"" src=""./MathHard_files/ItemResource(282)"" title=""Three cylinders; cylinder 1 had radius 4 and height 6; cylinder 2 has radius 3 and height 8; cylinder 3 has radius 2 and height 12."" width=""434""/></div></div></div><div class=""paragraph"">In the figures above, the radius and height of each right circular cylinder are given. If <span class=""inline_variable"">w</span>, <span class=""inline_variable"">x</span>, and <span class=""inline_variable"">y</span> represent the respective volumes of the cylinders, which of the following statements is true?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""y equals w equals x"" class=""inln_img"" height=""20"" src=""./MathHard_files/ItemResource(283)"" title=""y equals w equals x"" width=""66""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""y is less than x is less than w"" class=""inln_img"" height=""20"" src=""./MathHard_files/ItemResource(284)"" title=""y is less than x is less than w"" width=""66""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""y is less than w is less than x"" class=""inln_img"" height=""20"" src=""./MathHard_files/ItemResource(285)"" title=""y is less than w is less than x"" width=""66""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""w is less than y is less than x"" class=""inln_img"" height=""20"" src=""./MathHard_files/ItemResource(286)"" title=""w is less than y is less than x"" width=""66""/></span></span></div>
<div>E. <span class=""itemtext""><span><img alt=""w is less than x is less than y"" class=""inln_img"" height=""20"" src=""./MathHard_files/ItemResource(287)"" title=""w is less than x is less than y"" width=""66""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-12M15 #9 M061601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>3/5</span></span></div>
</div>",A,5.0,"<div class=""questionwrapper""><div class=""question""><br>147. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Right triangle ABC. Length of side AC is 3; length of side BC is 4."" class=""inln_img"" height=""169"" src=""./MathHard_files/ItemResource(289)"" title=""Right triangle ABC. Length of side AC is 3; length of side BC is 4."" width=""214""/></div></div></div><div class=""paragraph"">In right triangle <span class=""inline_variable"">ABC</span> above, <img alt=""cosine A equals"" height=""20"" src=""./MathHard_files/ItemResource(290)"" style=""padding: 0px !important; vertical-align:middle;"" title=""cosine A equals"" width=""51""/></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>3/5</span></span></div>
<div>B. <span class=""itemtext""><span>3/4</span></span></div>
<div>C. <span class=""itemtext""><span>4/5</span></span></div>
<div>D. <span class=""itemtext""><span>4/3</span></span></div>
<div>E. <span class=""itemtext""><span>5/3</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-12M15 #10 M061701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>370</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>148. <div class=""paragraph"">Which of the following is an even number?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>225</span></span></div>
<div>B. <span class=""itemtext""><span>233</span></span></div>
<div>C. <span class=""itemtext""><span>370</span></span></div>
<div>D. <span class=""itemtext""><span>391</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1990-4M7 #12 M014801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>Kim said, ""Because <img alt=""4/5"" height=""32"" src=""./MathHard_files/ItemResource(295)"" style=""padding: 0px !important; vertical-align:middle;"" title=""4/5"" width=""10""> is closer than <img alt=""2/3"" class=""inln_img"" height=""32"" src=""./MathHard_files/ItemResource(296)"" title=""2/3"" width=""10""> to 1.""</img></img></span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>149. <div class=""paragraph"">Students in Mrs. Johnson's class were asked to tell why <img alt=""4/5"" height=""32"" src=""./MathHard_files/ItemResource(291)"" style=""padding: 0px !important; vertical-align:middle;"" title=""4/5"" width=""10""> is greater than <img alt=""2/3"" height=""32"" src=""./MathHard_files/ItemResource(292)"" style=""padding: 0px !important; vertical-align:middle;"" title=""2/3"" width=""10"">. Whose reason is best?</img></img></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Kelly said, ""Because 4 is greater than 2.""</span></span></div>
<div>B. <span class=""itemtext""><span>Keri said, ""Because 5 is larger than 3.""</span></span></div>
<div>C. <span class=""itemtext""><span>Kim said, ""Because <img alt=""4/5"" height=""32"" src=""./MathHard_files/ItemResource(291)"" style=""padding: 0px !important; vertical-align:middle;"" title=""4/5"" width=""10""> is closer than <img alt=""2/3"" class=""inln_img"" height=""32"" src=""./MathHard_files/ItemResource(292)"" title=""2/3"" width=""10""> to 1.""</img></img></span></span></div>
<div>D. <span class=""itemtext""><span>Kevin said, ""Because <img alt=""4 plus 5"" height=""20"" src=""./MathHard_files/ItemResource(293)"" style=""padding: 0px !important; vertical-align:middle;"" title=""4 plus 5"" width=""34""> is more than <img alt=""2 plus 3"" height=""20"" src=""./MathHard_files/ItemResource(294)"" style=""padding: 0px !important; vertical-align:middle;"" title=""2 plus 3"" width=""34"">.""</img></img></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1990-4M7 #15 M015101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>6 rows</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>150. <div class=""paragraph"">Max bought 50 plants for his garden. He plans to put 8 plants in each row. How many complete rows of 8 can he plant?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>6 rows</span></span></div>
<div>B. <span class=""itemtext""><span>7 rows</span></span></div>
<div>C. <span class=""itemtext""><span>8 rows</span></span></div>
<div>D. <span class=""itemtext""><span>16 rows</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1990-4M7 #16 M015201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>32</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>151. <div class=""paragraph"">The difference between 85 and 53 is 32. Meredith added some number to 85 and then added the same number to 53. What would be the difference between the two new numbers?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>More than 32</span></span></div>
<div>B. <span class=""itemtext""><span>Less than 32</span></span></div>
<div>C. <span class=""itemtext""><span>32</span></span></div>
<div>D. <span class=""itemtext""><span>It depends on the number added to 85 and 53.</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1990-4M9 #11 M026531</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>1.6</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>152. <div class=""paragraph"">Divide: 115<img alt=""184 divided by 115"" height=""15"" src=""./MathHard_files/ItemResource(297)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""184 divided by 115"" width=""36""/></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>0.625</span></span></div>
<div>B. <span class=""itemtext""><span>1.6</span></span></div>
<div>C. <span class=""itemtext""><span>1.625</span></span></div>
<div>D. <span class=""itemtext""><span>16</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1990-4M9 #13 M026731</span></div></div>"
"<div class=""answer"">The correct answer is:<div>E. <span class=""itemtext""><span>30 cm</span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><br>153. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Line with 4 points on it: M, N, P, and Q. There are 20 centimeters between M and N; 12 centimeters between N and P; and 16 centimeters between P and Q."" class=""inln_img"" height=""54"" src=""./MathHard_files/ItemResource(298)"" title=""Line with 4 points on it: M, N, P, and Q. There are 20 centimeters between M and N; 12 centimeters between N and P; and 16 centimeters between P and Q."" width=""252""/></div></div></div><div class=""paragraph"">What is the distance between the midpoint of <span class=""stressed_text_2"">MN</span> and the midpoint of <span class=""stressed_text_2"">PQ</span> shown above?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>18 cm</span></span></div>
<div>B. <span class=""itemtext""><span>24 cm</span></span></div>
<div>C. <span class=""itemtext""><span>26 cm</span></span></div>
<div>D. <span class=""itemtext""><span>28 cm</span></span></div>
<div>E. <span class=""itemtext""><span>30 cm</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1990-8M7 #11 M016401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>15</span></span></div>
</div>",A,5.0,"<div class=""questionwrapper""><div class=""question""><br>154. <div class=""paragraph"">The least common multiple of 8, 12, and a third number is 120. Which of the following could be the third number?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>15</span></span></div>
<div>B. <span class=""itemtext""><span>16</span></span></div>
<div>C. <span class=""itemtext""><span>24</span></span></div>
<div>D. <span class=""itemtext""><span>32</span></span></div>
<div>E. <span class=""itemtext""><span>48</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1990-8M7 #12 M016501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>50 inches</span></span></div>
</div>",C,5.0,"<div class=""questionwrapper""><div class=""question""><br>155. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Graphic of a TV whose screen measures 30 inches high by 40 inches wide."" class=""inln_img"" height=""130"" src=""./MathHard_files/ItemResource(299)"" title=""Graphic of a TV whose screen measures 30 inches high by 40 inches wide."" width=""169""/></div></div></div><div class=""paragraph"">What is the diagonal measurement of the TV screen shown in the figure above?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>25 inches</span></span></div>
<div>B. <span class=""itemtext""><span>35 inches</span></span></div>
<div>C. <span class=""itemtext""><span>50 inches</span></span></div>
<div>D. <span class=""itemtext""><span>70 inches</span></span></div>
<div>E. <span class=""itemtext""><span>1,200 inches</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1990-8M7 #13 M016601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span><img alt=""Right triangle"" height=""67"" src=""./MathHard_files/ItemResource(304)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Right triangle"" width=""127""/></span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>156. <div class=""paragraph"">Which of the following figures contains line segments that are perpendicular?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""Right triangle"" height=""67"" src=""./MathHard_files/ItemResource(300)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Right triangle"" width=""127""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""Equilateral triangle"" height=""65"" src=""./MathHard_files/ItemResource(301)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Equilateral triangle"" width=""72""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""Quadrilateral"" height=""69"" src=""./MathHard_files/ItemResource(302)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Quadrilateral"" width=""141""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""Parallelogram"" height=""63"" src=""./MathHard_files/ItemResource(303)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Parallelogram"" width=""115""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1990-8M7 #14 M016701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>E. <span class=""itemtext""><span><img alt=""L minus 3"" height=""20"" src=""./MathHard_files/ItemResource(310)"" style=""padding: 0px !important; vertical-align:middle;"" title=""L minus 3"" width=""34""/></span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><br>157. <div class=""paragraph"">The length of a rectangle is 3 more than its width. If <span class=""inline_variable"">L</span> represents the length, what is an expression for the width?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""3 divided by L"" height=""20"" src=""./MathHard_files/ItemResource(305)"" style=""padding: 0px !important; vertical-align:middle;"" title=""3 divided by L"" width=""34""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""L divided by 3"" height=""20"" src=""./MathHard_files/ItemResource(306)"" style=""padding: 0px !important; vertical-align:middle;"" title=""L divided by 3"" width=""34""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""L times 3"" height=""20"" src=""./MathHard_files/ItemResource(307)"" style=""padding: 0px !important; vertical-align:middle;"" title=""L times 3"" width=""33""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""L plus 3"" height=""20"" src=""./MathHard_files/ItemResource(308)"" style=""padding: 0px !important; vertical-align:middle;"" title=""L plus 3"" width=""34""/></span></span></div>
<div>E. <span class=""itemtext""><span><img alt=""L minus 3"" height=""20"" src=""./MathHard_files/ItemResource(309)"" style=""padding: 0px !important; vertical-align:middle;"" title=""L minus 3"" width=""34""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1990-8M7 #15 M016801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>E. <span class=""itemtext""><span>201</span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the following pattern of dot-figures.<div class=""prose1""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""4 dot patterns in the shape of an inverted V. First one has 3 dots, second has 5 dots, third has 7 dots, fourth has 9 dots."" class=""inln_img"" height=""98"" src=""./MathHard_files/ItemResource(311)"" title=""4 dot patterns in the shape of an inverted V. First one has 3 dots, second has 5 dots, third has 7 dots, fourth has 9 dots."" width=""342""/></div></div></div></div><br>158. <div class=""paragraph"">If this pattern of dot-figures is continued, how many dots will be in the 100th figure?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>100</span></span></div>
<div>B. <span class=""itemtext""><span>101</span></span></div>
<div>C. <span class=""itemtext""><span>199</span></span></div>
<div>D. <span class=""itemtext""><span>200</span></span></div>
<div>E. <span class=""itemtext""><span>201</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1990-8M7 #16 M016901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span><img alt=""11/26"" height=""28"" src=""./MathHard_files/ItemResource(317)"" style=""padding: 0px !important; vertical-align:middle;"" title=""11/26"" width=""12""/></span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>159. <div class=""paragraph"">There are 15 girls and 11 boys in a mathematics class. If a student is selected at random to run an errand, what is the probability that a boy will be selected?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""4/26"" height=""27"" src=""./MathHard_files/ItemResource(312)"" style=""padding: 0px !important; vertical-align:middle;"" title=""4/26"" width=""12""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""11/26"" height=""28"" src=""./MathHard_files/ItemResource(313)"" style=""padding: 0px !important; vertical-align:middle;"" title=""11/26"" width=""12""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""15/26"" height=""28"" src=""./MathHard_files/ItemResource(314)"" style=""padding: 0px !important; vertical-align:middle;"" title=""15/26"" width=""12""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""11/15"" height=""28"" src=""./MathHard_files/ItemResource(315)"" style=""padding: 0px !important; vertical-align:middle;"" title=""11/15"" width=""12""/></span></span></div>
<div>E. <span class=""itemtext""><span><img alt=""15/11"" height=""28"" src=""./MathHard_files/ItemResource(316)"" style=""padding: 0px !important; vertical-align:middle;"" title=""15/11"" width=""12""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1990-8M7 #18 M017001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>20%</span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>160. <div class=""paragraph"">If the price of a can of beans is raised from 50 cents to 60 cents, what is the percent increase in the price?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>83.3%</span></span></div>
<div>B. <span class=""itemtext""><span>20%</span></span></div>
<div>C. <span class=""itemtext""><span>18.2%</span></span></div>
<div>D. <span class=""itemtext""><span>16.7%</span></span></div>
<div>E. <span class=""itemtext""><span>10%</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1990-8M9 #18 M028731</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>2 1/4</span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>161. <div class=""paragraph""><div class=""paragraph"" style=""text-align:center""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Four rectangles; first is 1 by 1, second is 1 by 3, third is 1 by 2, and the fourth is 1 by 3."" class=""inln_img"" height=""134"" src=""./MathHard_files/ItemResource(318)"" title=""Four rectangles; first is 1 by 1, second is 1 by 3, third is 1 by 2, and the fourth is 1 by 3."" width=""227""/></div></div></div></div><div class=""paragraph"">A certain rectangle has area equal to the sum of the areas of the four rectangles shown above. If its length is 4, what is its width?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>2</span></span></div>
<div>B. <span class=""itemtext""><span>2 1/4</span></span></div>
<div>C. <span class=""itemtext""><span>2 1/2</span></span></div>
<div>D. <span class=""itemtext""><span>3</span></span></div>
<div>E. <span class=""itemtext""><span>3 1/4</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1990-8M9 #19 M028831</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>15</span></span></div>
</div>",A,5.0,"<div class=""questionwrapper""><div class=""question""><br>162. <div class=""paragraph"">The least common multiple of 8, 12, and a third number is 120. Which of the following could be the third number?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>15</span></span></div>
<div>B. <span class=""itemtext""><span>16</span></span></div>
<div>C. <span class=""itemtext""><span>24</span></span></div>
<div>D. <span class=""itemtext""><span>32</span></span></div>
<div>E. <span class=""itemtext""><span>48</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1990-12M7 #12 M016501</span></div></div>"
