answer,answer_opt,no_of_options,question
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>700</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>155. <div class=""paragraph"">Add:</div><div class=""paragraph""><img alt=""238 plus 462"" class=""inln_img"" height=""39"" src=""./MathEasy_files/ItemResource(278)"" title=""238 plus 462"" width=""39""/></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>600</span></span></div>
<div>B. <span class=""itemtext""><span>690</span></span></div>
<div>C. <span class=""itemtext""><span>700</span></span></div>
<div>D. <span class=""itemtext""><span>790</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M6 #1 M017401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span><img align=""top"" alt=""Square made up of 4 squares--three are shaded"" height=""75"" src=""./MathEasy_files/ItemResource(283)"" title=""Square made up of 4 squares--three are shaded"" width=""75""/></span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>156. <div class=""paragraph"">Which shows 3 ⁄ 4 of the picture shaded?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img align=""top"" alt=""Rectangle made up of 7 equal bars--three are shaded"" height=""77"" src=""./MathEasy_files/ItemResource(279)"" title=""Rectangle made up of 7 equal bars--three are shaded"" width=""104""/></span></span></div>
<div>B. <span class=""itemtext""><span><img align=""top"" alt=""Square made up of a shaded right triangle, shaded trapezoid, and unshaded small right triangle"" height=""75"" src=""./MathEasy_files/ItemResource(280)"" title=""Square made up of a shaded right triangle, shaded trapezoid, and unshaded small right triangle"" width=""75""/></span></span></div>
<div>C. <span class=""itemtext""><span><img align=""top"" alt=""Square made up of 4 squares--three are shaded"" height=""75"" src=""./MathEasy_files/ItemResource(281)"" title=""Square made up of 4 squares--three are shaded"" width=""75""/></span></span></div>
<div>D. <span class=""itemtext""><span><img align=""top"" alt=""Square with 2 lines bisecting the sides and a diagonal going from corner to corner; three areas of the 4 are shaded"" height=""76"" src=""./MathEasy_files/ItemResource(282)"" title=""Square with 2 lines bisecting the sides and a diagonal going from corner to corner; three areas of the 4 are shaded"" width=""74""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M6 #2 N202831</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>The metal ball</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>157. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Graphic showing an 8 pound metal ball, an 8 ounce sandwich, a 4 ounce bag of potato chips and a 4 pound puppy"" class=""inln_img"" height=""211"" src=""./MathEasy_files/ItemResource(284)"" title=""Graphic showing an 8 pound metal ball, an 8 ounce sandwich, a 4 ounce bag of potato chips and a 4 pound puppy"" width=""565""/></div></div></div><div class=""paragraph"">In the figure above, which object is heaviest?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The metal ball</span></span></div>
<div>B. <span class=""itemtext""><span>The sandwich</span></span></div>
<div>C. <span class=""itemtext""><span>The bag of potato chips</span></span></div>
<div>D. <span class=""itemtext""><span>The puppy</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M6 #4 M017501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span><img align=""top"" alt=""A right side up shaded angular figure with one long side on the right"" height=""67"" src=""./MathEasy_files/ItemResource(290)"" title=""A right side up shaded angular figure with one long side on the right"" width=""55""/></span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>158. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""A shaded angular figure with one long side on the left"" class=""inln_img"" height=""68"" src=""./MathEasy_files/ItemResource(285)"" title=""A shaded angular figure with one long side on the left"" width=""52""/></div></div></div><div class=""paragraph"">The figure above is shaded on the top side and white on the under side. If the figure were flipped over, its white side could look like which of the following figures?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img align=""top"" alt=""A shaded angular figure with one long side on the top"" height=""49"" src=""./MathEasy_files/ItemResource(286)"" title=""A shaded angular figure with one long side on the top"" width=""69""/></span></span></div>
<div>B. <span class=""itemtext""><span><img align=""top"" alt=""A shaded angular figure with one long side on the bottom"" height=""53"" src=""./MathEasy_files/ItemResource(287)"" title=""A shaded angular figure with one long side on the bottom"" width=""69""/></span></span></div>
<div>C. <span class=""itemtext""><span><img align=""top"" alt=""An upside down shaded angular figure with one long side on the right"" height=""68"" src=""./MathEasy_files/ItemResource(288)"" title=""An upside down shaded angular figure with one long side on the right"" width=""53""/></span></span></div>
<div>D. <span class=""itemtext""><span><img align=""top"" alt=""A right side up shaded angular figure with one long side on the right"" height=""67"" src=""./MathEasy_files/ItemResource(289)"" title=""A right side up shaded angular figure with one long side on the right"" width=""55""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M6 #5 M017601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span><img align=""top"" alt=""Rectangle with unequal sides"" height=""115"" src=""./MathEasy_files/ItemResource(295)"" title=""Rectangle with unequal sides"" width=""57""/></span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>159. <div class=""paragraph"">Alan says that if a figure has four sides, it must be a rectangle. Gina does not agree. Which of the following figures shows that Gina is correct?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img align=""top"" alt=""Rectangle"" height=""96"" src=""./MathEasy_files/ItemResource(291)"" title=""Rectangle"" width=""30""/></span></span></div>
<div>B. <span class=""itemtext""><span><img align=""top"" alt=""Circle"" height=""77"" src=""./MathEasy_files/ItemResource(292)"" title=""Circle"" width=""60""/></span></span></div>
<div>C. <span class=""itemtext""><span><img align=""top"" alt=""Triangle"" height=""67"" src=""./MathEasy_files/ItemResource(293)"" title=""Triangle"" width=""99""/></span></span></div>
<div>D. <span class=""itemtext""><span><img align=""top"" alt=""Rectangle with unequal sides"" height=""115"" src=""./MathEasy_files/ItemResource(294)"" title=""Rectangle with unequal sides"" width=""57""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M6 #7 M046401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>1.6</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>160. <div class=""paragraph""><img alt=""184 divided by 115 equals"" class=""inln_img"" height=""20"" src=""./MathEasy_files/ItemResource(296)"" title=""184 divided by 115 equals"" width=""81""/></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>16</span></span></div>
<div>B. <span class=""itemtext""><span>1.625</span></span></div>
<div>C. <span class=""itemtext""><span>1.6</span></span></div>
<div>D. <span class=""itemtext""><span>0.625</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M7 #1 M010231</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>60 minutes</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>161. <div class=""paragraph"">Rudy takes a 2-mile walk along a nature trail. Which of the following is a reasonable amount of time for Rudy to take to walk the trail?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>60 seconds</span></span></div>
<div>B. <span class=""itemtext""><span>60 minutes</span></span></div>
<div>C. <span class=""itemtext""><span>60 hours</span></span></div>
<div>D. <span class=""itemtext""><span>60 days</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M7 #2 M072101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>8.7 cm</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>162. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""A chart indicating rainfall (in centimeters) per day. Sunday, Monday, and Wednesday had 0 centimeters; Tuesday had 6.3 centimeters; Thursday had 1.5 centimeters, Friday had .4 centimeters, and Saturday had .5 centimeters. "" class=""inln_img"" height=""204"" src=""./MathEasy_files/ItemResource(297)"" title=""A chart indicating rainfall (in centimeters) per day. Sunday, Monday, and Wednesday had 0 centimeters; Tuesday had 6.3 centimeters; Thursday had 1.5 centimeters, Friday had .4 centimeters, and Saturday had .5 centimeters. "" width=""206""/></div></div></div><div class=""paragraph"">The table shows how much rain fell on each day of a week in May. How much rain fell during that week?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>7.8 cm</span></span></div>
<div>B. <span class=""itemtext""><span>8.7 cm</span></span></div>
<div>C. <span class=""itemtext""><span>12.3 cm</span></span></div>
<div>D. <span class=""itemtext""><span>16.8 cm</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M7 #3 M086501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>2 × 6 = <img alt=""Box"" height=""15"" src=""./MathEasy_files/ItemResource(302)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""Box"" width=""15""/></span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>163. <div class=""paragraph"">Sam placed cookies on a cookie sheet to form 2 rows with 6 cookies in each row. Which of the following number sentences best describes this situation?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>2 × 6 = <img alt=""Box"" height=""15"" src=""./MathEasy_files/ItemResource(298)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""Box"" width=""15""/></span></span></div>
<div>B. <span class=""itemtext""><span>2 + 6 = <img alt=""Box"" height=""15"" src=""./MathEasy_files/ItemResource(299)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""Box"" width=""15""/></span></span></div>
<div>C. <span class=""itemtext""><span>6 ÷ 2 = <img alt=""Box"" height=""15"" src=""./MathEasy_files/ItemResource(300)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""Box"" width=""15""/></span></span></div>
<div>D. <span class=""itemtext""><span>6 – 2 = <img alt=""Box"" height=""15"" src=""./MathEasy_files/ItemResource(301)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""Box"" width=""15""/></span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M7 #4 M043001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Michael</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>164. <div class=""paragraph"">Sally is shorter than Ronnie. Sally is taller than Michael. Denise's height is between Sally's height and Ronnie's height. Who is the shortest person?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Denise</span></span></div>
<div>B. <span class=""itemtext""><span>Michael</span></span></div>
<div>C. <span class=""itemtext""><span>Ronnie</span></span></div>
<div>D. <span class=""itemtext""><span>Sally</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M7 #7 M039401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>16</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>165. <div class=""paragraph"">At a picnic cider is served in cups. If 1 pint will fill 2 cups, how many cups can be filled from 8 pints of cider?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>4</span></span></div>
<div>B. <span class=""itemtext""><span>8</span></span></div>
<div>C. <span class=""itemtext""><span>11</span></span></div>
<div>D. <span class=""itemtext""><span>16</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M7 #8 M010431</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>$5.22</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>166. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Calculator displaying 522"" class=""inln_img"" height=""168"" src=""./MathEasy_files/ItemResource(303)"" title=""Calculator displaying 522"" width=""104""/></div></div></div><div class=""paragraph"">Mrs. Jones bought 6 pints of berries. Each pint cost 87¢. Mrs. Jones used her calculator to find the cost of the berries and the display showed 522. What was the cost of the berries?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>$522</span></span></div>
<div>B. <span class=""itemtext""><span>$52.20</span></span></div>
<div>C. <span class=""itemtext""><span>$5.22</span></span></div>
<div>D. <span class=""itemtext""><span>$0.52</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M7 #9 M072001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>1 out of 4</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>167. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""4 different balls, one with stripes, one with dots, one with stars and one with wavy lines"" class=""inln_img"" height=""54"" src=""./MathEasy_files/ItemResource(304)"" title=""4 different balls, one with stripes, one with dots, one with stars and one with wavy lines"" width=""310""/></div></div></div><div class=""paragraph"">The balls in this picture are placed in a box and a child picks one without looking. What is the probability that the ball picked will be the one with dots?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>1 out of 4</span></span></div>
<div>B. <span class=""itemtext""><span>1 out of 3</span></span></div>
<div>C. <span class=""itemtext""><span>1 out of 2</span></span></div>
<div>D. <span class=""itemtext""><span>3 out of 4</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M7 #10 M040101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>The length of a car</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>168. <div class=""paragraph"">Which of the following is usually measured in <span class=""stressed_text_3"">feet</span>?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The thickness of a coin</span></span></div>
<div>B. <span class=""itemtext""><span>The length of a paper clip</span></span></div>
<div>C. <span class=""itemtext""><span>The length of a car</span></span></div>
<div>D. <span class=""itemtext""><span>The distance between New York City and Chicago</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M10 #1 M090501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>A triangle</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>169. <div class=""paragraph"">Which of the following has only 3 angles?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>A triangle</span></span></div>
<div>B. <span class=""itemtext""><span>A square</span></span></div>
<div>C. <span class=""itemtext""><span>A rectangle</span></span></div>
<div>D. <span class=""itemtext""><span>A cube</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M10 #2 M047401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>124,065</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>170. <div class=""paragraph"">Ron was listening to the radio and heard, ""One hundred twenty-four thousand sixty-five books have been donated to the library."" What is this number?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>12,465</span></span></div>
<div>B. <span class=""itemtext""><span>124,065</span></span></div>
<div>C. <span class=""itemtext""><span>124,650</span></span></div>
<div>D. <span class=""itemtext""><span> 100,024,065</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M10 #3 M090601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>A scale</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>171. <div class=""paragraph"">Which of the following would be used to find the weight of an apple?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>A measuring cup</span></span></div>
<div>B. <span class=""itemtext""><span>A ruler</span></span></div>
<div>C. <span class=""itemtext""><span>A scale</span></span></div>
<div>D. <span class=""itemtext""><span>A thermometer</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M10 #4 M042701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>429</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>172. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Graphic showing 2 strips of 10 squares each, 4 grid panels of 10 squares by 10 squares each, and nine separate squares."" class=""inln_img"" height=""212"" src=""./MathEasy_files/ItemResource(305)"" title=""Graphic showing 2 strips of 10 squares each, 4 grid panels of 10 squares by 10 squares each, and nine separate squares."" width=""382""/></div></div></div><div class=""paragraph"">Each small square (<img align=""middle"" alt=""Square"" height=""19"" src=""./MathEasy_files/ItemResource(306)"" title=""Square"" width=""19"">) above is equal to 1. There are 10 small squares in each strip. There are 100 small squares in each large square. What number is shown?</img></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>4,029</span></span></div>
<div>B. <span class=""itemtext""><span>492</span></span></div>
<div>C. <span class=""itemtext""><span>429</span></span></div>
<div>D. <span class=""itemtext""><span>249</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M10 #6 M066101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>5</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>173. <div class=""paragraph"">On Thursday Becky made some popcorn balls.</div><div class=""paragraph"">On Friday she made 6 popcorn balls.</div><div class=""paragraph"">On Saturday she made 12 popcorn balls.</div><div class=""paragraph"">Becky took all 23 popcorn balls that she made to a party.</div><div class=""paragraph""></div><div class=""paragraph"">How many popcorn balls did she make on Thursday?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>5</span></span></div>
<div>B. <span class=""itemtext""><span>11</span></span></div>
<div>C. <span class=""itemtext""><span>17</span></span></div>
<div>D. <span class=""itemtext""><span>41</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M10 #7 M090701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>7</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>174. <div class=""paragraph""><div class=""paragraph""><img align=""middle"" alt=""A chart stating M equals 2, K equals 6, and L equals 3."" height=""73"" src=""./MathEasy_files/ItemResource(307)"" title=""A chart stating M equals 2, K equals 6, and L equals 3."" width=""57""/></div></div><div class=""paragraph"">What is <img alt=""K plus L equals M."" height=""20"" src=""./MathEasy_files/ItemResource(308)"" style=""padding: 0px !important; vertical-align:middle;"" title=""K plus L equals M."" width=""67"">  ?</img></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>1</span></span></div>
<div>B. <span class=""itemtext""><span>5</span></span></div>
<div>C. <span class=""itemtext""><span>7</span></span></div>
<div>D. <span class=""itemtext""><span>11</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M10 #8 M091001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>Bag with 10 marbles</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>175. <div class=""paragraph"">There is only one red marble in each of the bags shown below. Without looking, you are to pick a marble out of one of the bags. Which bag would give you the greatest chance of picking the red marble?</div><div class=""paragraph""></div><div class=""paragraph""></div><div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""3 bags of marbles, one has 10 marbles, one has 100 marbles, the last one has 1000 marbles."" class=""inln_img"" height=""389"" src=""./MathEasy_files/ItemResource(309)"" title=""3 bags of marbles, one has 10 marbles, one has 100 marbles, the last one has 1000 marbles."" width=""547""/></div></div></div><div class=""paragraph""></div><div class=""paragraph""></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Bag with 10 marbles</span></span></div>
<div>B. <span class=""itemtext""><span>Bag with 100 marbles</span></span></div>
<div>C. <span class=""itemtext""><span>Bag with 1000 marbles</span></span></div>
<div>D. <span class=""itemtext""><span>It makes no difference</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M10 #16 N250231</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>700</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>176. <div class=""paragraph"">Add:</div><div class=""paragraph""><img alt=""238 plus 462 equals"" class=""inln_img"" height=""45"" src=""./MathEasy_files/ItemResource(310)"" title=""238 plus 462 equals"" width=""45""/></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>600</span></span></div>
<div>B. <span class=""itemtext""><span>690</span></span></div>
<div>C. <span class=""itemtext""><span>700</span></span></div>
<div>D. <span class=""itemtext""><span>790</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-8M6 #1 M017401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span><img align=""top"" alt=""Square made up of 4 squares--three are shaded"" height=""75"" src=""./MathEasy_files/ItemResource(315)"" title=""Square made up of 4 squares--three are shaded"" width=""75""/></span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>177. <div class=""paragraph"">Which shows 3/4 of the picture shaded?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img align=""top"" alt=""Rectangle made up of 7 equal bars--three are shaded"" height=""78"" src=""./MathEasy_files/ItemResource(311)"" title=""Rectangle made up of 7 equal bars--three are shaded"" width=""105""/></span></span></div>
<div>B. <span class=""itemtext""><span><img align=""top"" alt=""Square made up of a shaded right triangle, shaded trapezoid, and unshaded small right triangle"" height=""75"" src=""./MathEasy_files/ItemResource(312)"" title=""Square made up of a shaded right triangle, shaded trapezoid, and unshaded small right triangle"" width=""75""/></span></span></div>
<div>C. <span class=""itemtext""><span><img align=""top"" alt=""Square made up of 4 squares--three are shaded"" height=""75"" src=""./MathEasy_files/ItemResource(313)"" title=""Square made up of 4 squares--three are shaded"" width=""75""/></span></span></div>
<div>D. <span class=""itemtext""><span><img align=""top"" alt=""Square with 2 lines bisecting the sides and a diagonal going from corner to corner; three areas of the 4 are shaded"" height=""76"" src=""./MathEasy_files/ItemResource(314)"" title=""Square with 2 lines bisecting the sides and a diagonal going from corner to corner; three areas of the 4 are shaded"" width=""74""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-8M6 #2 N202831</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>8</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>178. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Pie chart divided into five uneven sections. The sections, from smallest to largest, are Art, History, Reading, Mathematics, and Science."" class=""inln_img"" height=""192"" src=""./MathEasy_files/ItemResource(316)"" title=""Pie chart divided into five uneven sections. The sections, from smallest to largest, are Art, History, Reading, Mathematics, and Science."" width=""195""/></div></div></div><div class=""paragraph"">The pie chart above shows the portion of time Pat spent on homework in each subject last week. If Pat spent 2 hours on mathematics, about how many hours did Pat spend on homework altogether?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>4</span></span></div>
<div>B. <span class=""itemtext""><span>8</span></span></div>
<div>C. <span class=""itemtext""><span>12</span></span></div>
<div>D. <span class=""itemtext""><span>16</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-8M6 #3 M017801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>The metal ball</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>179. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Graphic showing an 8 pound metal ball, an 8 ounce sandwich, a 4 ounce bag of potato chips and a 4 pound puppy"" class=""inln_img"" height=""211"" src=""./MathEasy_files/ItemResource(317)"" title=""Graphic showing an 8 pound metal ball, an 8 ounce sandwich, a 4 ounce bag of potato chips and a 4 pound puppy"" width=""565""/></div></div></div><div class=""paragraph"">In the figure above, which object is heaviest?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The metal ball</span></span></div>
<div>B. <span class=""itemtext""><span>The sandwich</span></span></div>
<div>C. <span class=""itemtext""><span>The bag of potato chips</span></span></div>
<div>D. <span class=""itemtext""><span>The puppy</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-8M6 #4 M017501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span><img align=""top"" alt=""A right side up shaded angular figure with one long side on the right"" height=""67"" src=""./MathEasy_files/ItemResource(323)"" title=""A right side up shaded angular figure with one long side on the right"" width=""55""/></span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>180. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""A shaded angular figure with one long side on the left"" class=""inln_img"" height=""68"" src=""./MathEasy_files/ItemResource(318)"" title=""A shaded angular figure with one long side on the left"" width=""52""/></div></div></div><div class=""paragraph"">The figure above is shaded on the top side and white on the under side. If the figure were flipped over, its white side could look like which of the following figures?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img align=""top"" alt=""A shaded angular figure with one long side on the top"" height=""49"" src=""./MathEasy_files/ItemResource(319)"" title=""A shaded angular figure with one long side on the top"" width=""69""/></span></span></div>
<div>B. <span class=""itemtext""><span><img align=""top"" alt=""A shaded angular figure with one long side on the bottom"" height=""53"" src=""./MathEasy_files/ItemResource(320)"" title=""A shaded angular figure with one long side on the bottom"" width=""69""/></span></span></div>
<div>C. <span class=""itemtext""><span><img align=""top"" alt=""A shaded angular figure with one long side on the bottom"" height=""68"" src=""./MathEasy_files/ItemResource(321)"" title=""A shaded angular figure with one long side on the bottom"" width=""53""/></span></span></div>
<div>D. <span class=""itemtext""><span><img align=""top"" alt=""A right side up shaded angular figure with one long side on the right"" height=""67"" src=""./MathEasy_files/ItemResource(322)"" title=""A right side up shaded angular figure with one long side on the right"" width=""55""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-8M6 #5 M017601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>$1.40</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>181. <div class=""paragraph"">How much change will John get back from $5.00 if he buys 2 notebooks that cost $1.80 each?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>$1.40</span></span></div>
<div>B. <span class=""itemtext""><span>$2.40</span></span></div>
<div>C. <span class=""itemtext""><span>$3.20</span></span></div>
<div>D. <span class=""itemtext""><span>$3.60</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-8M6 #7 M018201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>Multiply the weight of one of the boxes by 12.</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>182. <div class=""paragraph"">Carla has 12 boxes that each weigh the same amount. What would be a quick way for her to find the total weight of the 12 boxes?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Add 12 to the weight of one of the boxes.</span></span></div>
<div>B. <span class=""itemtext""><span>Subtract 12 from the weight of one of the boxes.</span></span></div>
<div>C. <span class=""itemtext""><span>Divide the weight of one of the boxes by 12.</span></span></div>
<div>D. <span class=""itemtext""><span>Multiply the weight of one of the boxes by 12.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-8M6 #9 M017701</span></div></div>"
