answer,answer_opt,no_of_options,question
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>Species <span class=""stressed_text_2"">S</span> is a more successful competitor than species <span class=""stressed_text_2"">T</span>.</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the following investigation.<div class=""prose1""><div class=""paragraph"">A student took a sample of water from a pond and examined it under a microscope. She identified several species of protozoans, including two species of <span class=""stressed_text_2"">Paramecium</span> that are known to eat the same food. The student decided to examine the water sample every day for a week. She added food for the <span class=""stressed_text_2"">Paramecia</span> each day and counted the number of each species. Her findings are summarized in the table below. </div><div class=""paragraph"" style=""text-align:center"">NUMBER OF <span class=""stressed_text_2"">PARAMECIA</span> IN POND WATER SAMPLE</div><div class=""paragraph""><table align=""center"" border=""0"" bordercolor=""black"" cellpadding=""2"" cellspacing=""0"" style=""background-color:white""><tbody><tr><td>  Day </td><td>  Species <span class=""stressed_text_2"">S</span></td><td>  Species <span class=""stressed_text_2"">T</span></td></tr><tr><td>1</td><td>50</td><td>50</td></tr><tr><td>2</td><td>60</td><td>80</td></tr><tr><td>3</td><td>100</td><td>90</td></tr><tr><td>4</td><td>150</td><td>60</td></tr><tr><td>5</td><td>160</td><td>50</td></tr><tr><td>6</td><td>160</td><td>30</td></tr><tr><td>7</td><td>160</td><td>20</td></tr></tbody></table></div></div></div><br>47. <div class=""paragraph"">Which of the following can be correctly concluded from the data?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Species <span class=""stressed_text_2"">S</span> is the food for species <span class=""stressed_text_2"">T</span>.</span></span></div>
<div>B. <span class=""itemtext""><span>Species <span class=""stressed_text_2"">T</span> is more common than species <span class=""stressed_text_2"">S</span>.</span></span></div>
<div>C. <span class=""itemtext""><span>Species <span class=""stressed_text_2"">S</span> is a more successful competitor than species <span class=""stressed_text_2"">T</span>.</span></span></div>
<div>D. <span class=""itemtext""><span>Species <span class=""stressed_text_2"">T</span> is a more successful competitor than species <span class=""stressed_text_2"">S</span>.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12S14 #5 K052902</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>Water lily</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""stimulus""><div class=""stimlabel"">Additional Information</div><div class=""paragraph""><div class=""prose1""><span class=""stressed_text_3""></span>The picture below shows a pond ecosystem. Use this picture and what you know about the things in it to answer the question.<div class=""paragraph""></div><div class=""paragraph""><div class=""stdaln_img""><img alt=""Diagram of a pond ecosystem that contains sunlight, rushes, frog, water lilies, heron, small fish, large fish, insect, magnified view of bacteria, and magnified view of green algae."" class=""inln_img"" height=""468"" src=""./SciEasy_files/ItemResource(60)"" title=""Diagram of a pond ecosystem that contains sunlight, rushes, frog, water lilies, heron, small fish, large fish, insect, magnified view of bacteria, and magnified view of green algae."" width=""570""/></div></div></div></div></div><br>48. <div class=""paragraph"">Which of the following living things in the pond system uses the energy from sunlight to make its own food?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Insect</span></span></div>
<div>B. <span class=""itemtext""><span>Frog</span></span></div>
<div>C. <span class=""itemtext""><span>Water lily</span></span></div>
<div>D. <span class=""itemtext""><span>Small fish</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-4S9 #1 K031601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>Telescope</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>49. <div class=""paragraph"">If you wanted to be able to look at the stars, the planets, and the Moon more closely, what should you use?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Telescope</span></span></div>
<div>B. <span class=""itemtext""><span>Periscope</span></span></div>
<div>C. <span class=""itemtext""><span> Microscope</span></span></div>
<div>D. <span class=""itemtext""><span>Magnifying glass</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-4S12 #1 K033601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>Much hotter than almost anything on Earth</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>50. <div class=""paragraph"">How hot is it on the surface of the Sun?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Not quite as hot as boiling water</span></span></div>
<div>B. <span class=""itemtext""><span>About as hot as fire</span></span></div>
<div>C. <span class=""itemtext""><span>About 100°F</span></span></div>
<div>D. <span class=""itemtext""><span>Much hotter than almost anything on Earth</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-4S12 #2 K033701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Wind</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>51. <div class=""paragraph"">Which of the following is NOT a form of precipitation?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Hail</span></span></div>
<div>B. <span class=""itemtext""><span>Wind</span></span></div>
<div>C. <span class=""itemtext""><span>Rain</span></span></div>
<div>D. <span class=""itemtext""><span>Snow</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-4S12 #3 K033801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>They all cause vibrations.</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>52. <div class=""paragraph"">What do playing a guitar, banging a drum, and dropping a pebble in the water have in common?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>They all produce light.</span></span></div>
<div>B. <span class=""itemtext""><span>They all cause vibrations.</span></span></div>
<div>C. <span class=""itemtext""><span>They all convert heat to energy.</span></span></div>
<div>D. <span class=""itemtext""><span>They all need gravity to move.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-4S21 #1 K039501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>The minerals the rock contains</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>53. <div class=""paragraph"">Beryl finds a rock and wants to know what kind it is. Which piece of information about the rock will best help her to identify it?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The size of the rock</span></span></div>
<div>B. <span class=""itemtext""><span>The weight of the rock</span></span></div>
<div>C. <span class=""itemtext""><span>The temperature where the rock was found</span></span></div>
<div>D. <span class=""itemtext""><span>The minerals the rock contains</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-4S21 #2 K039601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>Sound waves from the thunder</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>54. <div class=""paragraph"">There is a thunderstorm close to your house. The windows rattle at the same time that you hear the thunder. What causes the windows to rattle?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Sound waves from the thunder</span></span></div>
<div>B. <span class=""itemtext""><span>Light from the lightning</span></span></div>
<div>C. <span class=""itemtext""><span>Rain from the clouds</span></span></div>
<div>D. <span class=""itemtext""><span>The high humidity during the storm</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-4S21 #7 K040101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>Water lily</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""stimulus""><div class=""stimlabel"">Additional Information</div><div class=""paragraph""><div class=""prose1""><span class=""stressed_text_3""><span class=""stressed_text_1"">Questions 1-13</span></span> The picture below shows a pond ecosystem. Use this picture and what you know about the things in it to answer the questions in this section.<div class=""paragraph""></div><img align=""middle"" alt=""Diagram of a pond ecosystem that contains sunlight, rushes, frog, water lilies, heron, small fish, large fish, insect, magnified view of bacteria, and magnified view of green algae."" height=""468"" src=""./SciEasy_files/ItemResource(61)"" title=""Diagram of a pond ecosystem that contains sunlight, rushes, frog, water lilies, heron, small fish, large fish, insect, magnified view of bacteria, and magnified view of green algae."" width=""570""/></div></div></div><br>55. <div class=""paragraph"">Which of the following living things in the pond system uses the energy from sunlight to make its own food?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Insect</span></span></div>
<div>B. <span class=""itemtext""><span>Frog</span></span></div>
<div>C. <span class=""itemtext""><span>Water lily</span></span></div>
<div>D. <span class=""itemtext""><span>Small fish</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-8S9 #1 K031601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Bacteria</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""stimulus""><div class=""stimlabel"">Additional Information</div><div class=""paragraph""><div class=""prose1""><span class=""stressed_text_3""><span class=""stressed_text_1"">Questions 1-13</span></span> The picture below shows a pond ecosystem. Use this picture and what you know about the things in it to answer the questions in this section.<div class=""paragraph""></div><img align=""middle"" alt=""Diagram of a pond ecosystem that contains sunlight, rushes, frog, water lilies, heron, small fish, large fish, insect, magnified view of bacteria, and magnified view of green algae."" height=""468"" src=""./SciEasy_files/ItemResource(61)"" title=""Diagram of a pond ecosystem that contains sunlight, rushes, frog, water lilies, heron, small fish, large fish, insect, magnified view of bacteria, and magnified view of green algae."" width=""570""/></div></div></div><br>56. <div class=""paragraph"">Which living things in the pond system break down dead plants and animals?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Green algae</span></span></div>
<div>B. <span class=""itemtext""><span>Bacteria</span></span></div>
<div>C. <span class=""itemtext""><span>Rushes</span></span></div>
<div>D. <span class=""itemtext""><span>Frogs</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-8S9 #5 K031605</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>There will be fewer plants and animals because many of them cannot survive in water with high acidity.</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""stimulus""><div class=""stimlabel"">Additional Information</div><div class=""paragraph""><div class=""prose1""><span class=""stressed_text_3""><span class=""stressed_text_1"">Questions 1-13</span></span> The picture below shows a pond ecosystem. Use this picture and what you know about the things in it to answer the questions in this section.<div class=""paragraph""></div><img align=""middle"" alt=""Diagram of a pond ecosystem that contains sunlight, rushes, frog, water lilies, heron, small fish, large fish, insect, magnified view of bacteria, and magnified view of green algae."" height=""468"" src=""./SciEasy_files/ItemResource(61)"" title=""Diagram of a pond ecosystem that contains sunlight, rushes, frog, water lilies, heron, small fish, large fish, insect, magnified view of bacteria, and magnified view of green algae."" width=""570""/></div></div></div><br>57. <div class=""paragraph"">If air pollution causes the rain that falls on this pond to become much more acidic, after two years how will this acidity affect the living things in this pond?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>There will be more plants and animals because the acid is a source of food.</span></span></div>
<div>B. <span class=""itemtext""><span>There will be fewer plants and animals because the acid will dissolve many of them.</span></span></div>
<div>C. <span class=""itemtext""><span>There will be fewer plants and animals because many of them cannot survive in water with high acidity.</span></span></div>
<div>D. <span class=""itemtext""><span>There will be more plants and animals because the acid will kill most of the disease-causing microorganisms.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-8S9 #12 K031612</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Stomach and small intestine</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>58. <div class=""paragraph"">In the human body the digestion of proteins takes place primarily in which two organs?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Mouth and stomach</span></span></div>
<div>B. <span class=""itemtext""><span>Stomach and small intestine</span></span></div>
<div>C. <span class=""itemtext""><span>Liver and gall bladder</span></span></div>
<div>D. <span class=""itemtext""><span>Pancreas and large intestine</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-8S11 #12 K043401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Vines, palm trees, tree frogs, monkeys</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>59. <div class=""paragraph"">Which group of organisms would all be found living in a tropical rain forest?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Lizards, insects, cacti, kangaroos</span></span></div>
<div>B. <span class=""itemtext""><span>Vines, palm trees, tree frogs, monkeys</span></span></div>
<div>C. <span class=""itemtext""><span>Evergreens, moose, weasels, mink</span></span></div>
<div>D. <span class=""itemtext""><span>Lichens, mosses, caribou, polar bears</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-8S21 #1 K045201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>It is liquid at most temperatures on Earth.</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>60. <div class=""paragraph"">What property of water is most important for living organisms?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>It is odorless.</span></span></div>
<div>B. <span class=""itemtext""><span>It does not conduct electricity.</span></span></div>
<div>C. <span class=""itemtext""><span>It is tasteless.</span></span></div>
<div>D. <span class=""itemtext""><span>It is liquid at most temperatures on Earth.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-8S21 #3 K045401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>Mars</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""stimulus""><div class=""stimlabel"">Additional Information</div><div class=""paragraph"">Question is based on the following information.<div class=""prose1""><div class=""paragraph"">The following data for the Sun and the four inner planets of the Solar System have been observed.</div><div class=""paragraph""><table border=""0"" cellpadding=""7"" cellspacing=""0"" width=""376""><tbody><tr><td></td><td>Mean Distance from the Sun (million <span class=""stressed_text_3"">kilometers)</span></td><td>Diameter <span class=""stressed_text_3"">(kilometers)</span></td></tr><tr><td>Sun</td><td></td><td>1,400,000</td></tr><tr><td>Mercury</td><td>58</td><td>4,900</td></tr><tr><td>Venus</td><td>108</td><td>12,100</td></tr><tr><td>Earth</td><td>150</td><td>12,800</td></tr><tr><td>Mars</td><td>228</td><td>6,800</td></tr></tbody></table></div><div class=""paragraph"">In a simplified model of the Solar System, the planets revolve around the Sun in circular orbits, all in the same plane. Each planet has a different period of revolution. Also, each planet is a sphere that rotates about an axis through its center, but with a different period of rotation. In this model the axis of rotation of each planet is perpendicular to the plane of the orbit.</div></div></div></div><br>61. <div class=""paragraph"">The table below gives additional information about the planets: their periods of revolution about the Sun and rotation about their axes.</div><div class=""paragraph""><div class=""stdaln_stmt""></div><img align=""middle"" alt=""Table with four columns: Planet, Mean Distance from the Sun (million kilometers), Period of Revolution (Earth time), and Period of Rotation (Earth time)    Mercury: 58, 88 days, 59 days  Venus: 108, 225 days, 243 days  Earth: 150, 365 days, 23.9 hours  Mars: 228, 687 days, 24.6 hours"" height=""223"" src=""./SciEasy_files/ItemResource(62)"" title=""Table with four columns: Planet, Mean Distance from the Sun (million kilometers), Period of Revolution (Earth time), and Period of Rotation (Earth time)    Mercury: 58, 88 days, 59 days  Venus: 108, 225 days, 243 days  Earth: 150, 365 days, 23.9 hours  Mars: 228, 687 days, 24.6 hours"" width=""426""/></div><div class=""paragraph""></div><div class=""paragraph"">Which planet has the longest year in Earth time?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Mercury</span></span></div>
<div>B. <span class=""itemtext""><span>Venus</span></span></div>
<div>C. <span class=""itemtext""><span>Earth</span></span></div>
<div>D. <span class=""itemtext""><span>Mars</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-12S9 #5 K049905</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>more genetic variation among their offspring</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>62. <div class=""paragraph"">Animals that reproduce sexually differ from animals that reproduce asexually in that sexually reproducing animals have</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>a larger number of offspring</span></span></div>
<div>B. <span class=""itemtext""><span>more genetic variation among their offspring</span></span></div>
<div>C. <span class=""itemtext""><span>offspring that are nearly identical to their parents</span></span></div>
<div>D. <span class=""itemtext""><span>offspring that are perfectly adapted to their parents' habitat</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-12S11 #1 K051301</span></div></div>"
