answer,answer_opt,no_of_options,question
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span><img alt=""32 divided by 8"" height=""20"" src=""./MathMed_files/ItemResource(341)"" style=""padding: 0px !important; vertical-align:middle;"" title=""32 divided by 8"" width=""42""/></span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>175. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Martha planted 32 seeds. She put 8 seeds in each row. How many rows did she plant?"" class=""inln_img"" height=""68"" src=""./MathMed_files/ItemResource(336)"" title=""Martha planted 32 seeds. She put 8 seeds in each row. How many rows did she plant?"" width=""304""/></div></div></div><div class=""paragraph"">Which of the following could Martha use to solve the problem correctly?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""32 plus 8"" height=""20"" src=""./MathMed_files/ItemResource(337)"" style=""padding: 0px !important; vertical-align:middle;"" title=""32 plus 8"" width=""42""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""32 minus 8"" height=""20"" src=""./MathMed_files/ItemResource(338)"" style=""padding: 0px !important; vertical-align:middle;"" title=""32 minus 8"" width=""42""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""32 times 8"" height=""20"" src=""./MathMed_files/ItemResource(339)"" style=""padding: 0px !important; vertical-align:middle;"" title=""32 times 8"" width=""41""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""32 divided by 8"" height=""20"" src=""./MathMed_files/ItemResource(340)"" style=""padding: 0px !important; vertical-align:middle;"" title=""32 divided by 8"" width=""42""/></span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1996-4M12 #3 M068501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Rock</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>176. <div class=""paragraph"">Each boy and girl in the class voted for his or her favorite kind of music. Here are the results.</div><div class=""paragraph""></div><div class=""paragraph""></div><div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Bar graphs where 1 box equals one student. Classical shows 1 girl, 3 boys. Rock shows 6 girls, 5 boys. Country shows 7 girls, 2 boys. Other shows 1 girl and 2 boys."" class=""inln_img"" height=""274"" src=""./MathMed_files/ItemResource(342)"" title=""Bar graphs where 1 box equals one student. Classical shows 1 girl, 3 boys. Rock shows 6 girls, 5 boys. Country shows 7 girls, 2 boys. Other shows 1 girl and 2 boys."" width=""512""/></div></div></div><div class=""paragraph""></div><div class=""paragraph""></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Classical</span></span></div>
<div>B. <span class=""itemtext""><span>Rock</span></span></div>
<div>C. <span class=""itemtext""><span>Country</span></span></div>
<div>D. <span class=""itemtext""><span>Other</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1996-4M12 #4 M068601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>560</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>177. <div class=""paragraph"">Every hour, a company makes 8,400 paper plates and puts them in packages of 15 plates each. How many packages are made in one hour?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>560</span></span></div>
<div>B. <span class=""itemtext""><span>8,385</span></span></div>
<div>C. <span class=""itemtext""><span>17,857</span></span></div>
<div>D. <span class=""itemtext""><span>126,000</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1996-4M12 #6 M068801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>E. <span class=""itemtext""><span>35</span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><br>178. <div class=""paragraph""><img alt=""negative 5 times negative 7 equals"" class=""inln_img"" height=""20"" src=""./MathMed_files/ItemResource(343)"" title=""negative 5 times negative 7 equals"" width=""78""/></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>-35</span></span></div>
<div>B. <span class=""itemtext""><span>-12</span></span></div>
<div>C. <span class=""itemtext""><span>-2</span></span></div>
<div>D. <span class=""itemtext""><span>12</span></span></div>
<div>E. <span class=""itemtext""><span>35</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1996-8M3 #3 M050101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>5,792 kwh</span></span></div>
</div>",C,5.0,"<div class=""questionwrapper""><div class=""question""><br>179. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Electric meter with four dials indicating Kilowatt-hours (kwh). The first dial is pointing at 5 and a half and is moving counter-clockwise. The second dial is pointing at 7 and a half and is moving clockwise. The third dial is pointing at 9 and a half and is moving counter-clockwise. The fourth dial is pointing at 2 and a half and is moving clockwise."" class=""inln_img"" height=""162"" src=""./MathMed_files/ItemResource(344)"" title=""Electric meter with four dials indicating Kilowatt-hours (kwh). The first dial is pointing at 5 and a half and is moving counter-clockwise. The second dial is pointing at 7 and a half and is moving clockwise. The third dial is pointing at 9 and a half and is moving counter-clockwise. The fourth dial is pointing at 2 and a half and is moving clockwise."" width=""455""/></div></div></div><div class=""paragraph"">The following steps are used to read the electric meter shown above.</div><div class=""paragraph"">(1) On each dial, the pointer moves in the direction of the arrow for that dial.</div><div class=""paragraph"">(2) On each dial, the number that the pointer has just passed is that dial's reading.</div><div class=""paragraph"">(3) To obtain the meter reading, the dials are read from left to right.</div><div class=""paragraph"">What is the reading on the meter?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>2,975 kwh</span></span></div>
<div>B. <span class=""itemtext""><span>3,086 kwh</span></span></div>
<div>C. <span class=""itemtext""><span>5,792 kwh</span></span></div>
<div>D. <span class=""itemtext""><span>5,803 kwh</span></span></div>
<div>E. <span class=""itemtext""><span>6,803 kwh</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1996-8M3 #7 M050501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>(3, 0)</span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>180. <div class=""paragraph"">Which of the following ordered pairs (<span class=""inline_variable"">x</span>, <span class=""inline_variable"">y</span>) is a solution to the equation 2<span class=""inline_variable"">x</span> - 3<span class=""inline_variable"">y</span> = 6     ?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>(6, 3)</span></span></div>
<div>B. <span class=""itemtext""><span>(3, 0)</span></span></div>
<div>C. <span class=""itemtext""><span>(3, 2)</span></span></div>
<div>D. <span class=""itemtext""><span>(2, 3)</span></span></div>
<div>E. <span class=""itemtext""><span>(0, 3)</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1996-8M3 #8 M050601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>E. <span class=""itemtext""><span><img alt=""(48 times h) plus 9"" height=""20"" src=""./MathMed_files/ItemResource(350)"" style=""padding: 0px !important; vertical-align:middle;"" title=""(48 times h) plus 9"" width=""79""/></span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><br>181. <div class=""paragraph"">A plumber charges customers $48 for each hour worked plus an additional $9 for travel. If <span class=""inline_variable"">h</span> represents the number of hours worked, which of the following expressions could be used to calculate the plumber's total charge in dollars?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""48 plus 9 plus h"" height=""20"" src=""./MathMed_files/ItemResource(345)"" style=""padding: 0px !important; vertical-align:middle;"" title=""48 plus 9 plus h"" width=""68""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""48 times 9 times h"" height=""20"" src=""./MathMed_files/ItemResource(346)"" style=""padding: 0px !important; vertical-align:middle;"" title=""48 times 9 times h"" width=""67""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""48 plus (9 times h)"" height=""20"" src=""./MathMed_files/ItemResource(347)"" style=""padding: 0px !important; vertical-align:middle;"" title=""48 plus (9 times h)"" width=""79""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""(48 times 9) plus h"" height=""20"" src=""./MathMed_files/ItemResource(348)"" style=""padding: 0px !important; vertical-align:middle;"" title=""(48 times 9) plus h"" width=""79""/></span></span></div>
<div>E. <span class=""itemtext""><span><img alt=""(48 times h) plus 9"" height=""20"" src=""./MathMed_files/ItemResource(349)"" style=""padding: 0px !important; vertical-align:middle;"" title=""(48 times h) plus 9"" width=""79""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1996-8M3 #9 M050701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>4 min 10 sec</span></span></div>
</div>",C,5.0,"<div class=""questionwrapper""><div class=""question""><br>182. <div class=""paragraph"">A certain machine produces 300 nails per minute. At this rate, how long will it take the machine to produce enough nails to fill 5 boxes of nails if each box will contain 250 nails?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>4 min</span></span></div>
<div>B. <span class=""itemtext""><span>4 min 6 sec</span></span></div>
<div>C. <span class=""itemtext""><span>4 min 10 sec</span></span></div>
<div>D. <span class=""itemtext""><span>4 min 50 sec</span></span></div>
<div>E. <span class=""itemtext""><span>5 min</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1996-12M13 #3 M060101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span><img alt=""5 times box"" height=""18"" src=""./MathMed_files/ItemResource(356)"" style=""padding: 0px !important; vertical-align:middle;"" title=""5 times box"" width=""41""/></span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>183. <div class=""paragraph"">If <img alt=""Box"" height=""17"" src=""./MathMed_files/ItemResource(351)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""Box"" width=""16""> represents the number of newspapers that Lee delivers each day, which of the following represents the total number of newspapers that Lee delivers in 5 days?</img></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""5 plus box"" height=""18"" src=""./MathMed_files/ItemResource(352)"" style=""padding: 0px !important; vertical-align:middle;"" title=""5 plus box"" width=""41""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""5 times box"" height=""18"" src=""./MathMed_files/ItemResource(353)"" style=""padding: 0px !important; vertical-align:middle;"" title=""5 times box"" width=""41""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""Box plus 5"" height=""18"" src=""./MathMed_files/ItemResource(354)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Box plus 5"" width=""45""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""Open parens, box plus box, close parens times 5"" height=""18"" src=""./MathMed_files/ItemResource(355)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Open parens, box plus box, close parens times 5"" width=""99""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M5 #6 M022401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span><span class=""inline_variable"">C</span></span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>184. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Image of two balance scales. One scale has object A on the left and object B on the right; the scale is tilted toward object A. The other scale has object A on the left side and object C on the right side; the scale is tilted toward object C."" class=""inln_img"" height=""125"" src=""./MathMed_files/ItemResource(357)"" title=""Image of two balance scales. One scale has object A on the left and object B on the right; the scale is tilted toward object A. The other scale has object A on the left side and object C on the right side; the scale is tilted toward object C."" width=""277""/></div></div></div><div class=""paragraph"">The weights of three objects were compared using a pan balance. Two comparisons were made as shown in the figure above. Which object is the heaviest?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><span class=""inline_variable"">A</span></span></span></div>
<div>B. <span class=""itemtext""><span><span class=""inline_variable"">B</span></span></span></div>
<div>C. <span class=""itemtext""><span><span class=""inline_variable"">C</span></span></span></div>
<div>D. <span class=""itemtext""><span>Not enough information is given</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M5 #8 M022601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>When Chen tried to decide whether or not he had enough money to buy the plane, glue, and paint</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>185. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Graphic showing a model plane for $4.99, a tube of glue for $1.29, and a can of red paint for $2.19."" class=""inln_img"" height=""114"" src=""./MathMed_files/ItemResource(358)"" title=""Graphic showing a model plane for $4.99, a tube of glue for $1.29, and a can of red paint for $2.19."" width=""473""/></div></div></div><div class=""paragraph"">Chen had $10 to buy a model plane, glue, and paint as shown above. At which of the following times could an estimate have been used instead of exact numbers?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>When Chen tried to decide whether or not he had enough money to buy the plane, glue, and paint</span></span></div>
<div>B. <span class=""itemtext""><span>When the clerk entered each amount into the cash register</span></span></div>
<div>C. <span class=""itemtext""><span>When the clerk told Chen how much he owed</span></span></div>
<div>D. <span class=""itemtext""><span>When Chen counted his change</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M5 #9 M022701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>296</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>186. <div class=""paragraph""><img alt=""503 minus 207"" class=""inln_img"" height=""20"" src=""./MathMed_files/ItemResource(359)"" title=""503 minus 207"" width=""81""/></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>206</span></span></div>
<div>B. <span class=""itemtext""><span>296</span></span></div>
<div>C. <span class=""itemtext""><span>304</span></span></div>
<div>D. <span class=""itemtext""><span>396</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M7 #1 M044501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>Most are 9 or older.</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>187. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Bar chart showing number of children and their ages: 2 children were 8; 12 children were 9; 11 children were 10; and 7 children were 11."" class=""inln_img"" height=""338"" src=""./MathMed_files/ItemResource(360)"" title=""Bar chart showing number of children and their ages: 2 children were 8; 12 children were 9; 11 children were 10; and 7 children were 11."" width=""294""/></div></div></div><div class=""paragraph"">The graph above shows how many of the 32 children in Mr. Rivera's class are 8, 9, 10, and 11 years old. Which of the following is true?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Most are younger than 9.</span></span></div>
<div>B. <span class=""itemtext""><span>Most are younger than 10.</span></span></div>
<div>C. <span class=""itemtext""><span>Most are 9 or older.</span></span></div>
<div>D. <span class=""itemtext""><span>None of the above is true.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M7 #3 M044701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>19,000</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>188. <div class=""paragraph"">What is 18,565 rounded to the nearest thousand?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>18,000</span></span></div>
<div>B. <span class=""itemtext""><span>18,600</span></span></div>
<div>C. <span class=""itemtext""><span>19,000</span></span></div>
<div>D. <span class=""itemtext""><span>20,000</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M12 #2 M041401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>4,032</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>189. <div class=""paragraph"">A store sells 168 tapes each week. How many tapes does it sell in 24 weeks?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>7</span></span></div>
<div>B. <span class=""itemtext""><span>192</span></span></div>
<div>C. <span class=""itemtext""><span>4,032</span></span></div>
<div>D. <span class=""itemtext""><span>4,172</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M12 #3 M041501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>36</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>190. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Graphic showing a rectangular garden with dimensions 8 feet by 10 feet."" class=""inln_img"" height=""99"" src=""./MathMed_files/ItemResource(361)"" title=""Graphic showing a rectangular garden with dimensions 8 feet by 10 feet."" width=""144""/></div></div></div><div class=""paragraph"">How many feet of fencing would it take to go around the garden?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>18</span></span></div>
<div>B. <span class=""itemtext""><span>28</span></span></div>
<div>C. <span class=""itemtext""><span>36</span></span></div>
<div>D. <span class=""itemtext""><span>80</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M14 #2 M043701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>1 and 3 only</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>191. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""4 circles of different sizes along with a key of one inch."" class=""inln_img"" height=""241"" src=""./MathMed_files/ItemResource(362)"" title=""4 circles of different sizes along with a key of one inch."" width=""510""/></div></div></div><div class=""paragraph"">In which of the circles is the diameter less than 1 inch?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>3 only</span></span></div>
<div>B. <span class=""itemtext""><span>1 and 3 only</span></span></div>
<div>C. <span class=""itemtext""><span>1, 2, and 3 only</span></span></div>
<div>D. <span class=""itemtext""><span>1, 2, 3, and 4</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M14 #4 M043901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>He will have enough pencils to sell 80 each day for at least 10 days.</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>192. <div class=""paragraph"">Mario sells 80 pencils a day from his supply of 1,000 pencils. Which of the following is true?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>He will run out of pencils in 7 days.</span></span></div>
<div>B. <span class=""itemtext""><span>He will have enough pencils to sell 80 each day for at least 10 days.</span></span></div>
<div>C. <span class=""itemtext""><span>He will have enough pencils to sell 80 each day for at least 80 days.</span></span></div>
<div>D. <span class=""itemtext""><span>He will have enough pencils to sell 80 each day for at least 100 days.</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M14 #6 M044101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>Divide the number in column <span class=""inline_variable"">A</span> by 4.</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the table below.<div class=""prose1""><div class=""paragraph""></div><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Two column table with 4 rows of numbers. For row 1, Column A is 12 and Column B is 3; for row 2, A is 16 and B is 4; for row 3, A is 24 and B is 6; for row 4, A is 40 and B is 10."" class=""inln_img"" height=""158"" src=""./MathMed_files/ItemResource(363)"" title=""Two column table with 4 rows of numbers. For row 1, Column A is 12 and Column B is 3; for row 2, A is 16 and B is 4; for row 3, A is 24 and B is 6; for row 4, A is 40 and B is 10."" width=""152""/></div></div></div></div><br>193. <div class=""paragraph"">What is a rule used in the table to get the numbers in column <span class=""inline_variable"">B</span> from the numbers in column <span class=""inline_variable"">A</span>?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Divide the number in column <span class=""inline_variable"">A</span> by 4.</span></span></div>
<div>B. <span class=""itemtext""><span>Multiply the number in column <span class=""inline_variable"">A</span> by 4.</span></span></div>
<div>C. <span class=""itemtext""><span>Subtract 9 from the number in column <span class=""inline_variable"">A</span>.</span></span></div>
<div>D. <span class=""itemtext""><span>Add 9 to the number in column <span class=""inline_variable"">A</span>.</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M14 #7 M044201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>60 pounds</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>194. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Scale showing pounds from 0 to 300 in 50 pound increments. There are 5 tick marks between each 50 pounds listed. Arrow on scale is point to 1 tick mark after 50."" class=""inln_img"" height=""132"" src=""./MathMed_files/ItemResource(364)"" title=""Scale showing pounds from 0 to 300 in 50 pound increments. There are 5 tick marks between each 50 pounds listed. Arrow on scale is point to 1 tick mark after 50."" width=""138""/></div></div></div><div class=""paragraph"">What is the weight shown on the scale?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>6 pounds</span></span></div>
<div>B. <span class=""itemtext""><span>7 pounds</span></span></div>
<div>C. <span class=""itemtext""><span>51 pounds</span></span></div>
<div>D. <span class=""itemtext""><span>60 pounds</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M15 #4 M048401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>5 kilometers</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>195. <div class=""paragraph"">The length of a trail that Pat hiked in one day could have been</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>5 millimeters</span></span></div>
<div>B. <span class=""itemtext""><span>5 centimeters</span></span></div>
<div>C. <span class=""itemtext""><span>5 meters</span></span></div>
<div>D. <span class=""itemtext""><span>5 kilometers</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M15 #5 M048501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>$4.00</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>196. <div class=""paragraph"">A club held a car wash and washed 21 cars. If the club raised $84, how much did it charge per car?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>$0.25</span></span></div>
<div>B. <span class=""itemtext""><span>$4.00</span></span></div>
<div>C. <span class=""itemtext""><span>$5.00</span></span></div>
<div>D. <span class=""itemtext""><span>$1,764.00</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M15 #6 M048601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span><span class=""inline_variable"">C</span></span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>197. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Image of two balance scales. One scale has object A on one side and object B on the other; the scale tilts toward object A. The second scale has object A on one side and object C on the other; the scale tilts toward object C."" class=""inln_img"" height=""119"" src=""./MathMed_files/ItemResource(365)"" title=""Image of two balance scales. One scale has object A on one side and object B on the other; the scale tilts toward object A. The second scale has object A on one side and object C on the other; the scale tilts toward object C."" width=""264""/></div></div></div><div class=""paragraph"">The weights of three objects were compared using a pan balance. Two comparisons were made as shown in the figure above. Which object is the heaviest?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><span class=""inline_variable"">A</span></span></span></div>
<div>B. <span class=""itemtext""><span><span class=""inline_variable"">B</span></span></span></div>
<div>C. <span class=""itemtext""><span><span class=""inline_variable"">C</span></span></span></div>
<div>D. <span class=""itemtext""><span>Not enough information is given.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-8M5 #8 M022601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span><span class=""inline_variable"">A</span></span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>198. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Graphic representing the 6 faces of a cube. The image presents a single row of 4 squares labeled A, Blank, X, and D. Above the Blank is a square labeled B; below the blank is a square labeled C."" class=""inln_img"" height=""110"" src=""./MathMed_files/ItemResource(366)"" title=""Graphic representing the 6 faces of a cube. The image presents a single row of 4 squares labeled A, Blank, X, and D. Above the Blank is a square labeled B; below the blank is a square labeled C."" width=""149""/></div></div></div><div class=""paragraph"">The squares in the figure above represent the faces of a cube which has been cut along some edges and flattened. When the original cube was resting on face <span class=""inline_variable"">X</span>, which face was on top?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><span class=""inline_variable"">A</span></span></span></div>
<div>B. <span class=""itemtext""><span><span class=""inline_variable"">B</span></span></span></div>
<div>C. <span class=""itemtext""><span><span class=""inline_variable"">C</span></span></span></div>
<div>D. <span class=""itemtext""><span><span class=""inline_variable"">D</span></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-8M5 #14 M023101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>E. <span class=""itemtext""><span>1/2</span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><br>199. <div class=""paragraph"">Of the following, which is closest in value to 0.52?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>1/50</span></span></div>
<div>B. <span class=""itemtext""><span>1/5</span></span></div>
<div>C. <span class=""itemtext""><span>1/4</span></span></div>
<div>D. <span class=""itemtext""><span>1/3</span></span></div>
<div>E. <span class=""itemtext""><span>1/2</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-8M5 #21 M023801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>29</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>200. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Three overlapping pictures hung up by tacks. The first picture has 1 tack, and is overlapped by picture 2 with 1 tack. Picture 2 is overlapped by picture 3 which has 2 tacks."" class=""inln_img"" height=""144"" src=""./MathMed_files/ItemResource(367)"" title=""Three overlapping pictures hung up by tacks. The first picture has 1 tack, and is overlapped by picture 2 with 1 tack. Picture 2 is overlapped by picture 3 which has 2 tacks."" width=""342""/></div></div></div><div class=""paragraph"">Children's pictures are to be hung in a line as shown in the figure above. Pictures that are hung next to each other share a tack. How many tacks are needed to hang 28 pictures in this way?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>27</span></span></div>
<div>B. <span class=""itemtext""><span>28</span></span></div>
<div>C. <span class=""itemtext""><span>29</span></span></div>
<div>D. <span class=""itemtext""><span>56</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-8M7 #8 M045201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>l</span></span></div>
</div>",A,5.0,"<div class=""questionwrapper""><div class=""question""><br>201. <div class=""paragraph"">What is the difference between the smallest positive 3-digit number and the largest positive 2-digit number?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>l</span></span></div>
<div>B. <span class=""itemtext""><span>9</span></span></div>
<div>C. <span class=""itemtext""><span>10</span></span></div>
<div>D. <span class=""itemtext""><span>90</span></span></div>
<div>E. <span class=""itemtext""><span>900</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1992-8M12 #3 M053701</span></div></div>"
