answer,answer_opt,no_of_options,question
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span><img align=""top"" alt=""A short piece of wire stretched between two supports."" height=""24"" src=""./SciMed_files/ItemResource(64)"" title=""A short piece of wire stretched between two supports."" width=""70""/></span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>46. <div class=""paragraph"">A wire is cut into four pieces of different lengths. Each piece is stretched between two supports to the same tightness. Which of the pieces, shown below, would give the <span class=""stressed_text_3"">highest</span> pitch if it were plucked in the middle?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img align=""top"" alt=""A short piece of wire stretched between two supports."" height=""24"" src=""./SciMed_files/ItemResource(60)"" title=""A short piece of wire stretched between two supports."" width=""70""/></span></span></div>
<div>B. <span class=""itemtext""><span><img align=""top"" alt=""A slightly longer piece of wire stretched between two supports."" height=""24"" src=""./SciMed_files/ItemResource(61)"" title=""A slightly longer piece of wire stretched between two supports."" width=""85""/></span></span></div>
<div>C. <span class=""itemtext""><span><img align=""top"" alt=""A still slightly longer piece of wire stretched between two supports."" height=""24"" src=""./SciMed_files/ItemResource(62)"" title=""A still slightly longer piece of wire stretched between two supports."" width=""99""/></span></span></div>
<div>D. <span class=""itemtext""><span><img align=""top"" alt=""An even longer piece of wire stretched between two supports."" height=""24"" src=""./SciMed_files/ItemResource(63)"" title=""An even longer piece of wire stretched between two supports."" width=""114""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-8S13 #13 K036601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>the layers of rocks in which the fossils were found are from the same geologic age</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>47. <div class=""paragraph"">An unusual type of fossil clam is found in rock layers high in the Swiss Alps. The same type of fossil clam is also found in the Rocky Mountains of North America. From this, scientists conclude that</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>glaciers carried the fossils up the mountains</span></span></div>
<div>B. <span class=""itemtext""><span>the Rocky Mountains and the Swiss Alps are both volcanic in origin</span></span></div>
<div>C. <span class=""itemtext""><span>clams once lived in mountains, but have since evolved into sea-dwelling creatures</span></span></div>
<div>D. <span class=""itemtext""><span>the layers of rocks in which the fossils were found are from the same geologic age</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12S11 #3 K047001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>2, 3, and 4 only</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>48. <div class=""paragraph""><div class=""paragraph""><img align=""middle"" alt=""Food web in a large park. Circles marked from 1 to 7. Producers are labeled 1 and arrows are drawn from 1 to 2, 3 and 4. Arrows are also drawn from 2 to 5, 3 to 4 and 5, 4 to 6, 5 to 7, 4 to 6, and 6 to 7."" height=""265"" src=""./SciMed_files/ItemResource(65)"" title=""Food web in a large park. Circles marked from 1 to 7. Producers are labeled 1 and arrows are drawn from 1 to 2, 3 and 4. Arrows are also drawn from 2 to 5, 3 to 4 and 5, 4 to 6, 5 to 7, 4 to 6, and 6 to 7."" width=""162""/></div></div><div class=""paragraph"">The diagram above shows a food web in a large park. Each circle represents a different species in the food web. Which of the organisms in the food web could be referred to as primary consumers?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>7 only</span></span></div>
<div>B. <span class=""itemtext""><span>5 and 6 only</span></span></div>
<div>C. <span class=""itemtext""><span>2, 3, and 4 only</span></span></div>
<div>D. <span class=""itemtext""><span>2, 5, and 7 only</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12S11 #8 K047501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Amplitude</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>49. <div class=""paragraph"">A person produces two sound waves with a flute, one immediately after the other. Both sound waves have the same pitch, but the second one is louder. Which of the following properties is greater for the second sound wave?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Frequency</span></span></div>
<div>B. <span class=""itemtext""><span>Amplitude</span></span></div>
<div>C. <span class=""itemtext""><span>Wavelength</span></span></div>
<div>D. <span class=""itemtext""><span>Speed in air</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12S11 #11 K047801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>Both the chemical and physical properties of a compound are different from the properties of the elements of which it is composed.</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>50. <div class=""paragraph""><div class=""paragraph""><div class=""stdaln_img""><img alt=""Table indicating formula, state at room temperature, soluble in water and combustible in air of charcoal and carbon dioxide. For charcoal, the formula is C, it's a solid at room temperature, it's not soluble in water and it is combustible in air. For carbon dioxide, the formula is COsubscript 2, it's a gas at room temperature, it's soluble in water and it's not combustible in air."" class=""inln_img"" height=""101"" src=""./SciMed_files/ItemResource(66)"" title=""Table indicating formula, state at room temperature, soluble in water and combustible in air of charcoal and carbon dioxide. For charcoal, the formula is C, it's a solid at room temperature, it's not soluble in water and it is combustible in air. For carbon dioxide, the formula is COsubscript 2, it's a gas at room temperature, it's soluble in water and it's not combustible in air."" width=""350""/></div></div><div class=""paragraph""></div></div><div class=""paragraph"">Based on the information in the table above, which is a reasonable hypothesis regarding elements and their compounds?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>An element retains its physical and chemical properties when it is combined into a compound.</span></span></div>
<div>B. <span class=""itemtext""><span>When an element reacts to form a compound, its chemical properties are changed but its physical properties are not.</span></span></div>
<div>C. <span class=""itemtext""><span>When an element reacts to form a compound, its physical properties are changed but its chemical properties are not.</span></span></div>
<div>D. <span class=""itemtext""><span>Both the chemical and physical properties of a compound are different from the properties of the elements of which it is composed.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12S11 #14 K105901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>It receives signals from the internal and external environments.</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>51. <div class=""paragraph"">Which is a function of a neuron?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>It carries oxygen to other cells.</span></span></div>
<div>B. <span class=""itemtext""><span>It secretes digestive enzymes.</span></span></div>
<div>C. <span class=""itemtext""><span>It removes foreign particles from the bloodstream.</span></span></div>
<div>D. <span class=""itemtext""><span>It receives signals from the internal and external environments.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12S13 #3 K058801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Older rock layers may be pushed closer to the surface by geologic processes.</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>52. <div class=""paragraph"">A newspaper article reported that a fossil was found that was 200,000 years old according to generally accepted radioactive dating procedures. A letter to the editor of the newspaper disputed the accuracy of the age determination because the fossil was found closer to the Earth's surface than were previously discovered fossils of the same age.</div><div class=""paragraph""></div><div class=""paragraph"">Which of the following would be an appropriate argument against the letter writer's claim?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Older rock layers commonly lie deeper underground than younger ones.</span></span></div>
<div>B. <span class=""itemtext""><span>Older rock layers may be pushed closer to the surface by geologic processes.</span></span></div>
<div>C. <span class=""itemtext""><span>The age of a rock layer can often help in determining the age of the fossils it contains.</span></span></div>
<div>D. <span class=""itemtext""><span>Fossils form only under certain conditions.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12S13 #4 K058901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Nervous and endocrine</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>53. <div class=""paragraph"">Which pair of systems regulate and coordinate body functions?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Excretory and digestive</span></span></div>
<div>B. <span class=""itemtext""><span>Nervous and endocrine</span></span></div>
<div>C. <span class=""itemtext""><span>Skeletal and muscular</span></span></div>
<div>D. <span class=""itemtext""><span>Immune and respiratory</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12S13 #8 K059601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>longer wavelengths</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>54. <div class=""paragraph"">In the Doppler effect, light reaching the Earth from a distant galaxy in an expanding universe is shifted to</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>longer wavelengths</span></span></div>
<div>B. <span class=""itemtext""><span>higher frequencies</span></span></div>
<div>C. <span class=""itemtext""><span>greater velocities</span></span></div>
<div>D. <span class=""itemtext""><span>greater amplitudes</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12S13 #9 K059701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Three</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>55. <div class=""paragraph"">When sulfuric acid, H<sub>2</sub>SO<sub>4</sub>, is broken down into separate elements, how many different elements result?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Two</span></span></div>
<div>B. <span class=""itemtext""><span>Three</span></span></div>
<div>C. <span class=""itemtext""><span>Six</span></span></div>
<div>D. <span class=""itemtext""><span>Seven</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12S14 #1 K052601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>Its water solution is a good conductor of electricity.</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>56. <div class=""paragraph"">Which of the following observations about a certain pure solid would indicate most strongly that the solid is ionic?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Its water solution is a good conductor of electricity.</span></span></div>
<div>B. <span class=""itemtext""><span>It is composed of small white crystals.</span></span></div>
<div>C. <span class=""itemtext""><span>It has a density greater than 1.0 gram/cm<sup>3</sup>.</span></span></div>
<div>D. <span class=""itemtext""><span>It has a high melting point.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12S14 #2 K052701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>wider and deeper valley</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>57. <div class=""paragraph"">According to the theory of plate tectonics, the movement of plates can form mountain ranges and valleys. Within the next 100 million years, the Great Rift Valley in Africa will most likely become a</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>folded mountain range</span></span></div>
<div>B. <span class=""itemtext""><span>flat eroded plain</span></span></div>
<div>C. <span class=""itemtext""><span>desert covered with lava</span></span></div>
<div>D. <span class=""itemtext""><span>wider and deeper valley</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12S14 #3 K052801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>The chemical energy stored in the oxygen and propane</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>58. <div class=""paragraph"">When propane gas reacts with oxygen in the air to form carbon dioxide and water, heat is released. What is the source of this heat energy?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The kinetic energy of the oxygen</span></span></div>
<div>B. <span class=""itemtext""><span>The kinetic energy of the propane</span></span></div>
<div>C. <span class=""itemtext""><span>The nuclear energy stored in the oxygen and propane</span></span></div>
<div>D. <span class=""itemtext""><span>The chemical energy stored in the oxygen and propane</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12S14 #9 K053401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>They are composed of the same elements that are found on Earth.</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>59. <div class=""paragraph"">Which of the following is true for chemical compounds that have been detected elsewhere in the universe?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>They have a greater average density than the same compounds found on Earth.</span></span></div>
<div>B. <span class=""itemtext""><span>They are composed of the same elements that are found on Earth.</span></span></div>
<div>C. <span class=""itemtext""><span>They are less reactive chemically than the same compounds found on Earth.</span></span></div>
<div>D. <span class=""itemtext""><span>Those with the greatest molar masses are found furthest away from our solar system.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12S14 #10 K053501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Bacteria</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""stimulus""><div class=""stimlabel"">Additional Information</div><div class=""paragraph""><div class=""prose1""><span class=""stressed_text_3""></span>The picture below shows a pond ecosystem. Use this picture and what you know about the things in it to answer the question.<div class=""paragraph""></div><div class=""paragraph""><div class=""stdaln_img""><img alt=""Diagram of a pond ecosystem that contains sunlight, rushes, frog, water lilies, heron, small fish, large fish, insect, magnified view of bacteria, and magnified view of green algae."" class=""inln_img"" height=""468"" src=""./SciMed_files/ItemResource(67)"" title=""Diagram of a pond ecosystem that contains sunlight, rushes, frog, water lilies, heron, small fish, large fish, insect, magnified view of bacteria, and magnified view of green algae."" width=""570""/></div></div></div></div></div><br>60. <div class=""paragraph"">Which living things in the pond system break down dead plants and animals?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Green algae</span></span></div>
<div>B. <span class=""itemtext""><span>Bacteria</span></span></div>
<div>C. <span class=""itemtext""><span>Rushes</span></span></div>
<div>D. <span class=""itemtext""><span>Frogs</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-4S9 #5 K031605</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Carrying food</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>61. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Diagram of the human digestive system with the esophagus labeled 1."" class=""inln_img"" height=""370"" src=""./SciMed_files/ItemResource(68)"" title=""Diagram of the human digestive system with the esophagus labeled 1."" width=""261""/></div></div></div><div class=""paragraph"">Look at the picture above, which shows some of the organs that can be found inside the human body. What is the main job of the organ labeled 1 ?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Carrying air</span></span></div>
<div>B. <span class=""itemtext""><span>Carrying food</span></span></div>
<div>C. <span class=""itemtext""><span>Carrying blood</span></span></div>
<div>D. <span class=""itemtext""><span>Carrying messages from the brain</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-4S12 #4 K033901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>They bounce light back from other sources.</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>62. <div class=""paragraph"">When you are riding a bicycle at night, your bicycle's reflectors help people in cars see your bicycle. How do bicycle reflectors work?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>They are made of a special material that gives off its own light.</span></span></div>
<div>B. <span class=""itemtext""><span>They are hooked up to batteries that allow them to produce light.</span></span></div>
<div>C. <span class=""itemtext""><span>They bounce light back from other sources.</span></span></div>
<div>D. <span class=""itemtext""><span>They are covered with paint that glows in the dark.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-4S12 #7 K034201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>3, 5, and 6</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>63. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""1. Bird 2: gorilla 3: grasshopper 4: fox 5: frog 6: fish"" class=""inln_img"" height=""358"" src=""./SciMed_files/ItemResource(69)"" title=""1. Bird 2: gorilla 3: grasshopper 4: fox 5: frog 6: fish"" width=""616""/></div></div></div><div class=""paragraph"">Look at the different kinds of animals in the pictures above. Which three of these animals have a very large number of young every time they reproduce?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>1, 2, and 4</span></span></div>
<div>B. <span class=""itemtext""><span>1, 4, and 6</span></span></div>
<div>C. <span class=""itemtext""><span>3, 5, and 6</span></span></div>
<div>D. <span class=""itemtext""><span>4, 5, and 6</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-4S12 #8 K034301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>280 feet</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the topographic map below, which shows Willow Hill (elevation 312 feet) and Hobbes Creek. On the map, each contour line represents 20 feet of elevation.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div><div class=""stdaln_img""><img alt=""Elevation map. A summit is indicated with a triangle and is labeled 312. Point X is labeled. Hobbes Creek is labeled.  An elevation outside of the summit and point X is labeled 200. Map also includes a compass and a key indicating the lengths of two and four miles."" class=""inln_img"" height=""404"" src=""./SciMed_files/ItemResource(70)"" title=""Elevation map. A summit is indicated with a triangle and is labeled 312. Point X is labeled. Hobbes Creek is labeled.  An elevation outside of the summit and point X is labeled 200. Map also includes a compass and a key indicating the lengths of two and four miles."" width=""592""/></div><div class=""paragraph""></div></div></div><br>64. <div class=""paragraph"">What is the elevation at point X ?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>240 feet</span></span></div>
<div>B. <span class=""itemtext""><span>250 feet</span></span></div>
<div>C. <span class=""itemtext""><span>280 feet</span></span></div>
<div>D. <span class=""itemtext""><span>300 feet</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-8S11 #1 K042701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>To the north</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the topographic map below, which shows Willow Hill (elevation 312 feet) and Hobbes Creek. On the map, each contour line represents 20 feet of elevation.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div><div class=""stdaln_img""><img alt=""Elevation map. A summit is indicated with a triangle and is labeled 312. Point X is labeled. Hobbes Creek is labeled.  An elevation outside of the summit and point X is labeled 200. Map also includes a compass and a key indicating the lengths of two and four miles."" class=""inln_img"" height=""404"" src=""./SciMed_files/ItemResource(70)"" title=""Elevation map. A summit is indicated with a triangle and is labeled 312. Point X is labeled. Hobbes Creek is labeled.  An elevation outside of the summit and point X is labeled 200. Map also includes a compass and a key indicating the lengths of two and four miles."" width=""592""/></div><div class=""paragraph""></div></div></div><br>65. <div class=""paragraph"">In which general direction does Hobbes Creek flow?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>To the north</span></span></div>
<div>B. <span class=""itemtext""><span>To the east</span></span></div>
<div>C. <span class=""itemtext""><span>To the south</span></span></div>
<div>D. <span class=""itemtext""><span>To the west</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-8S11 #2 K042702</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>East side</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the topographic map below, which shows Willow Hill (elevation 312 feet) and Hobbes Creek. On the map, each contour line represents 20 feet of elevation.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div><div class=""stdaln_img""><img alt=""Elevation map. A summit is indicated with a triangle and is labeled 312. Point X is labeled. Hobbes Creek is labeled.  An elevation outside of the summit and point X is labeled 200. Map also includes a compass and a key indicating the lengths of two and four miles."" class=""inln_img"" height=""404"" src=""./SciMed_files/ItemResource(70)"" title=""Elevation map. A summit is indicated with a triangle and is labeled 312. Point X is labeled. Hobbes Creek is labeled.  An elevation outside of the summit and point X is labeled 200. Map also includes a compass and a key indicating the lengths of two and four miles."" width=""592""/></div><div class=""paragraph""></div></div></div><br>66. <div class=""paragraph"">Which side of Willow Hill has the most gradual slope?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>North side</span></span></div>
<div>B. <span class=""itemtext""><span>East side</span></span></div>
<div>C. <span class=""itemtext""><span>South side</span></span></div>
<div>D. <span class=""itemtext""><span>West side</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-8S11 #3 K042703</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>a magnet</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>67. <div class=""paragraph"">All of the following would be helpful in separating a mixture of sand and salt EXCEPT</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>a magnet</span></span></div>
<div>B. <span class=""itemtext""><span>a glass cup</span></span></div>
<div>C. <span class=""itemtext""><span>a filter paper and funnel</span></span></div>
<div>D. <span class=""itemtext""><span>water</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-8S11 #10 K043201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>always much closer to the Earth than it is to the Sun</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>68. <div class=""paragraph"">The Earth's Moon is</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>always much closer to the Sun than it is to the Earth</span></span></div>
<div>B. <span class=""itemtext""><span>always much closer to the Earth than it is to the Sun</span></span></div>
<div>C. <span class=""itemtext""><span>about the same distance from the Sun as it is from the Earth</span></span></div>
<div>D. <span class=""itemtext""><span>sometimes closer to the Sun than it is to the Earth and sometimes closer to the Earth than it is to the Sun</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-8S11 #11 K043301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>The frictional force exerted by the floor on the box</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>69. <div class=""paragraph"">To keep a heavy box sliding across a carpeted floor at constant speed, a person must continually exert a force on the box. This force is used primarily to overcome which of the following forces?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Air resistance</span></span></div>
<div>B. <span class=""itemtext""><span>The weight of the box</span></span></div>
<div>C. <span class=""itemtext""><span>The frictional force exerted by the floor on the box</span></span></div>
<div>D. <span class=""itemtext""><span>The gravitational force exerted by the Earth on the box</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-8S21 #4 K045501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>Electric fan</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>70. <div class=""paragraph"">Which of the following is designed to convert energy into mechanical work?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Electric fan</span></span></div>
<div>B. <span class=""itemtext""><span>Kerosene heater</span></span></div>
<div>C. <span class=""itemtext""><span>Flashlight</span></span></div>
<div>D. <span class=""itemtext""><span>Baking oven</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-8S21 #8 K045901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>Parents pass their physical traits to their offspring; those offspring with traits that help them survive in the environment are able to reproduce.</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>71. <div class=""paragraph"">Which of the following is most consistent with the modern theory of evolution?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Parents pass their physical traits to their offspring; those offspring with traits that help them survive in the environment are able to reproduce.</span></span></div>
<div>B. <span class=""itemtext""><span>Parents change their physical traits in order to survive in the environment, then those parental traits are passed to their offspring.</span></span></div>
<div>C. <span class=""itemtext""><span>Life on this planet came from another planet far out in space.</span></span></div>
<div>D. <span class=""itemtext""><span>Living organisms have not changed for hundreds of millions of years.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-8S21 #9 K046001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>A light shines on an aquarium covered with glass, and water droplets form on the inside of the glass.<div class=""stdaln_img""><img alt=""Image of a light shining on an aquarium covered in glass with water droplets forming inside the glass."" class=""inln_img"" height=""115"" src=""./SciMed_files/ItemResource(75)"" title=""Image of a light shining on an aquarium covered in glass with water droplets forming inside the glass."" width=""278""/></div></span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>72. <div class=""paragraph"">Which of the following would be the best model to show the interactions between water and the Sun's heat energy in cycles of precipitation?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>A light shines on an aquarium covered with glass, and water droplets form on the inside of the glass.<div class=""stdaln_img""><img alt=""Image of a light shining on an aquarium covered in glass with water droplets forming inside the glass."" class=""inln_img"" height=""115"" src=""./SciMed_files/ItemResource(71)"" title=""Image of a light shining on an aquarium covered in glass with water droplets forming inside the glass."" width=""278""/></div></span></span></div>
<div>B. <span class=""itemtext""><span>A light shines on a closed cardboard box containing a plant.<div class=""stdaln_img""><img alt=""Image of a light shining on a cardboard box with a plant inside it."" class=""inln_img"" height=""131"" src=""./SciMed_files/ItemResource(72)"" title=""Image of a light shining on a cardboard box with a plant inside it."" width=""275""/></div></span></span></div>
<div>C. <span class=""itemtext""><span>A light shines on a man's face. Droplets of sweat form on his face as he exercises.<div class=""stdaln_img""><img alt=""Image of a light shining on a man who is sweating."" class=""inln_img"" height=""150"" src=""./SciMed_files/ItemResource(73)"" title=""Image of a light shining on a man who is sweating."" width=""122""/></div></span></span></div>
<div>D. <span class=""itemtext""><span>A light shines on a glass of iced tea. Water droplets form on the outside of the glass.<div class=""stdaln_img""><img alt=""Image of a light shining on a glass of iced tea with water droplets forming outside the glass."" class=""inln_img"" height=""155"" src=""./SciMed_files/ItemResource(74)"" title=""Image of a light shining on a glass of iced tea with water droplets forming outside the glass."" width=""233""/></div></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-8S21 #10 K046101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>Boy X and Boy Y both move backward.</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>73. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Two boys wearing in-line skates standing on smooth surface with palms of hands touching and arms bent. One boy is labeled X and the other boy is labeled Y."" class=""inln_img"" height=""283"" src=""./SciMed_files/ItemResource(76)"" title=""Two boys wearing in-line skates standing on smooth surface with palms of hands touching and arms bent. One boy is labeled X and the other boy is labeled Y."" width=""240""/></div></div></div><div class=""paragraph"">Two boys wearing in-line skates are standing on a smooth surface with the palms of their hands touching and their arms bent, as shown above. If Boy X pushes by straightening his arms out while Boy Y holds his arms in the original position, what is the motion of the two boys?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Boy X does not move and Boy Y moves backward.</span></span></div>
<div>B. <span class=""itemtext""><span>Boy Y does not move and Boy X moves backward.</span></span></div>
<div>C. <span class=""itemtext""><span>Boy X and Boy Y both move backward.</span></span></div>
<div>D. <span class=""itemtext""><span>The motion depends on how hard Boy X pushes.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2000-8S21 #11 K046201</span></div></div>"
